GEOGRAPHICAL_BOROUGH_NAME,NEW_BOROUGH_GROUPING,RAM,CONSOLIDATED_NAME,CONSOLIDATED_TDS_NUM,DEVELOPMENT_NAME,TDS_NUM,ADDRESS_LINE_1,BUILDING_NUM,LOCATION,LOCATION_TYPE,OWNERGROUP,SOURCESYSID,CALL_CENTER_TYPE,PARENT,WONUM,TRADE_TYPE,CRAFT_DESCRIPTION,FAILURECODE,PROBLEMCODE,WOPRIORITY,REPORTDATE,ZZCREATEDATE,SCHEDSTART,TARGSTARTDATE,ACTSTART,ACTFINISH,STATUS,STATUSDATE,DISPOSITION_DESC,DISPOSITION_SUB_DESC,WORK_DONE_DESC,ZZSUBWORKTYPE,CAUSE,REMEDY,ZZRESCODE,LAST_LABTRANS_TRANSTYPE,TOTAL_REPAIRS_DONE,REPAIRS_DONE_LIST,VANDALISM_CODE,ZZCOURTORDER,ZZRRPWORKREQUIRED,ZZRRPWORKAMOUNT,DESCRIPTION,Days to Complete Or Still Open,TDS,BUILDING,STAIRHALL,ROOM,PROBLEMANDFAILURE,CATEGORY
Brooklyn,Mixed Finance,HIPPS,Marlboro,83,MARLBORO,83,2740 86TH STREET,GN,083.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,71466253,71466253,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-12-06,2019-12-06,,,2019-12-09,2019-12-09,CLOSE,2019-12-10,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,exterior #2,3.334213,83,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,Mixed Finance,HIPPS,Marlboro,83,MARLBORO,83,2740 86TH STREET,GN,083.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66857455,66857455,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2019-05-17,2019-05-17,,,2019-05-18,2019-05-18,CLOSE,2019-05-18,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,HYDROLICHOSEREPLACED;HYDROLICFLUIDREPLACED,0,0,,,ez pack number 2,1.199097,83,,,GND01,MACHOILLEAKCOMPACTOR,EXTCOMPACTOR
Bronx,NGO1,MCMILLAN,Mill Brook,84,MILL BROOK,84,180 BROOK AVENUE,1,084.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65651786,65651786,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-02-23,2019-02-23,,,2019-02-26,2019-02-26,CLOSE,2019-02-27,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,EXTERIOR COMPACTOR - MAINT,3.267465,84,1,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Bronx,NGO1,MCMILLAN,Mill Brook,84,MILL BROOK,84,584 EAST 137TH STREET,6,084.06.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,72014429,72014429,MAINTENANCE,Maintenance,COMPACTOR,COMPACTORLEAKING,3,2020-01-09,2020-01-09,,,2020-01-14,2020-01-14,CLOSE,2020-01-15,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICHOSEREPLACED,0,0,,,COMPACTOR - MAINT,5.313472,84,6,,GND01,COMPACTORLEAKINGCOMPACTOR,EXTCOMPACTOR
Bronx,NGO1,MCMILLAN,Mill Brook,84,MILL BROOK,84,584 EAST 137TH STREET,6,084.06.GND01,GROUNDS,DEV084,MAXIMO,Non-CCC,74049993,74049993,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-06-17,2020-06-17,,,2020-06-30,2020-06-30,CLOSE,2020-07-03,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICHOSEREPLACED,0,0,,,COMPACTOR - MAINT,13.263484,84,6,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,Brooklyn,MIDDLETON,Albany,31,ALBANY II,85,1229 PARK PLACE,GN,085.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,64980417,64980417,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-01-02,2019-01-02,,,2019-01-10,2019-01-10,CLOSE,2019-01-11,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,exterior compactor 3,7.728391,85,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,Brooklyn,MIDDLETON,Albany,31,ALBANY II,85,1229 PARK PLACE,GN,085.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,70098400,70098400,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-11-10,2019-11-10,,,2019-11-16,2019-11-16,CLOSE,2019-11-18,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,HYDROLICHOSEREPLACED;HYDROLICFLUIDREPLACED,0,0,,,E-Z pack #2 out of order,6.001678,85,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,Brooklyn,MIDDLETON,Albany,31,ALBANY II,85,1229 PARK PLACE,GN,085.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65627604,65627604,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-02-21,2019-02-21,,,2019-02-25,2019-02-25,CLOSE,2019-02-26,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,HYDROLICHOSEREPLACED;HYDROLICFLUIDREPLACED,0,0,,,EXTERIOR COMPACTOR OUT OF ORDER,4.100289,85,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,Brooklyn,MIDDLETON,Albany,31,ALBANY II,85,1229 PARK PLACE,GN,085.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73357504,73357504,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-04-07,2020-04-07,,,2020-04-07,2020-04-07,CLOSE,2020-04-08,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,3,HYDROLICHOSEREPLACED;HYDROLICCYLINDERREPAIRED;HYDROLICFLUIDREPLACED,0,0,,,EXTRIOR COMPACTOR # 2,0.238912,85,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,GADSON,Grant,87,GRANT,87,1320 AMSTERDAM AVENUE,GN,087.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,72851647,72851647,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2020-03-06,2020-03-06,,,2020-03-07,2020-03-07,CLOSE,2020-03-11,CLOSED,Inspection,Work Done,,,,,INSPECTION,,,0,0,,,COMPACTOR - MAINT,1.084722,87,,,GND01,MACHOILLEAKCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,GADSON,Grant,87,GRANT,87,3150 BROADWAY,2,087.02.GND01,GROUNDS,DEV087,MAXIMO,Non-CCC,73556221,73556221,SKILLED TRADES,Vendor,COMPACTOR,COMPACTOROOO,3,2020-04-30,2020-04-30,,,2020-05-01,2020-05-01,CLOSE,2020-06-09,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,MACHINECLEANED,0,0,N,,Generic Vendor Work Plan,0.993669,87,2,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Monroe,88,MONROE,88,805 TAYLOR AVENUE,6,088.06.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73856592,73856592,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2020-05-30,2020-05-30,,,2020-06-04,2020-06-04,CLOSE,2020-06-04,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,3,HYDROLICHOSEREPLACED;HYDROLICCYLINDERREPAIRED;HYDROLICFLUIDREPLACED,0,0,,,805 taylor avenue exterior compactor unit hose leak on unit #2,4.907986,88,6,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,DREW,Baisley Park,91,BAISLEY PARK,91,116-45 GUY BREWER BOULEVARD,GN,091.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65154600,65154600,MAINTENANCE,Maintenance,COMPACTOR,NEEDSOILCHANGE,3,2019-01-15,2019-01-15,,,2019-01-22,2019-01-22,CLOSE,2019-01-24,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSREPLACED,0,0,,,COMPACTOR - MAINT,6.927824,91,,,GND01,NEEDSOILCHANGECOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,DREW,Baisley Park,91,BAISLEY PARK,91,116-55 GUY BREWER BOULEVARD,9,091.09.GND01,GROUNDS,DEV091,MAXIMO,Non-CCC,66891780,66891780,SKILLED TRADES,Vendor,COMPACTOR,NEEDSOILCHANGE,3,2019-05-21,2019-05-21,,,2019-05-22,2019-05-22,CLOSE,2019-05-22,CLOSED,Closed,Work Done,,ACCIDENTALDAMAGE,REMEDY,,WORK,1,CONCRETEPOURED,0,0,N,,Generic Vendor Work Plan,1.139931,91,9,,GND01,NEEDSOILCHANGECOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,DREW,Baisley Park,91,BAISLEY PARK,91,116-45 GUY BREWER BOULEVARD,GN,091.GND01,GROUNDS,DEV091,MAXIMO,Non-CCC,67663211,67663211,SKILLED TRADES,Vendor,COMPACTOR,COMPACTORLEAKING,3,2019-07-08,2019-07-08,,,2019-07-11,2019-07-11,CLOSE,2019-07-11,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,HYDROLICHOSEREPLACED;HYDROLICCYLINDERREPLACED,0,0,N,,Generic Vendor Work Plan,3.076597,91,,,GND01,COMPACTORLEAKINGCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,DREW,Baisley Park,91,BAISLEY PARK,91,116-55 GUY BREWER BOULEVARD,9,091.09.GND01,GROUNDS,DEV091,MAXIMO,Non-CCC,69040076,69040076,MAINTENANCE,Maintenance,COMPACTOR,NOISY,3,2019-09-16,2019-09-16,,,2019-09-16,2019-09-16,CLOSE,2019-09-16,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,HYDROLICCYLINDERREPAIRED,0,0,,,COMPACTOR - MAINT,0.055556,91,9,,GND01,NOISYCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,DREW,Baisley Park,91,BAISLEY PARK,91,116-45 GUY BREWER BOULEVARD,GN,091.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65374214,65374214,MAINTENANCE,Maintenance,COMPACTOR,NEEDSOILCHANGE,3,2019-01-31,2019-01-31,2019-02-04,2019-02-04,2019-02-04,2019-02-04,CLOSE,2019-02-04,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICCYLINDERREPAIRED,0,0,,,COMPACTOR - MAINT,4.229664,91,,,GND01,NEEDSOILCHANGECOMPACTOR,EXTCOMPACTOR
Brooklyn,Mixed Finance,HIPPS,Bay View,92,BAY VIEW,92,2045 ROCKAWAY PARKWAY,1,092.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65842774,65842774,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-03-11,2019-03-11,,,2019-03-13,2019-03-13,CLOSE,2019-03-14,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,HYDROLICCYLINDERREPAIRED,0,0,,,COMPACTOR - MAINT,2.219352,92,1,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,Mixed Finance,HIPPS,Linden,95,LINDEN,95,245 COZINE AVENUE,13,095.13.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65999066,65999066,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-03-25,2019-03-25,,,2019-03-27,2019-03-27,CLOSE,2019-03-27,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,HYDROLICHOSEREPLACED;ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,1.973738,95,13,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Brooklyn,Mixed Finance,HIPPS,Linden,95,LINDEN,95,185 WORTMAN AVENUE,8,095.08.GND01,GROUNDS,DEV095,SIEBEL,CCC,65953021,65953021,MAINTENANCE,Maintenance,COMPACTOR,NOISY,3,2019-03-20,2019-03-20,2019-03-25,2019-03-25,2019-03-25,2019-03-25,CLOSE,2019-03-25,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,4,LASTB	AGSWITCHREPAIRED;REFLECTORCLEANED;MACHINEUNJAMMED;EMERSTOPSWITCHREPAIRED,0,0,,,COMPACTOR - MAINT,4.586586,95,8,,GND01,NOISYCOMPACTOR,EXTCOMPACTOR
Brooklyn,NGO1,KORBUL,Tilden,96,TILDEN,96,300 DUMONT AVENUE,1,096.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,71913922,71913922,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-01-02,2020-01-02,,,2020-01-07,2020-01-07,CLOSE,2020-01-09,CLOSED,Closed,Work Done,BUILDING,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,pistion broken inside chamber unit 1,5.047789,96,1,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,NGO1,KORBUL,Tilden,96,TILDEN,96,300 DUMONT AVENUE,1,096.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,68989159,68989159,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-09-11,2019-09-11,,,2019-09-18,2019-09-18,CLOSE,2019-09-19,CLOSED,Closed,Work Done,BUILDING,FINISHWORK,REMEDY,,WORK,1,CHUTESHUTOFFGATEREPLACED,0,0,,,exterior compactor # 1 SLIDE PLATE NEEDS WEILDING,6.953009,96,1,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,NGO1,KORBUL,Tilden,96,TILDEN,96,300 DUMONT AVENUE,1,096.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,70092528,70092528,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-11-09,2019-11-09,,,2019-11-18,2019-11-18,CLOSE,2019-11-19,CLOSED,Closed,Work Done,BUILDING,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,exterior # 1 leaking oil,9.043692,96,1,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,NGO1,KORBUL,Tilden,96,TILDEN,96,300 DUMONT AVENUE,1,096.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73018340,73018340,MAINTENANCE,Maintenance,COMPACTOR,COMPACTORLEAKING,3,2020-03-20,2020-03-20,,,2020-03-24,2020-03-24,CLOSE,2020-03-24,CLOSED,Closed,Work Done,BUILDING,NORMALWEAR,REMEDY,,WORK,3,HYDROLICHOSEREPLACED;HYDROLICCYLINDERREPAIRED;HYDROLICFLUIDREPLACED,0,0,,,oil leaking back hose bottom extiror compactor #2,3.970938,96,1,,GND01,COMPACTORLEAKINGCOMPACTOR,EXTCOMPACTOR
Brooklyn,NGO1,KORBUL,Tilden,96,TILDEN,96,300 DUMONT AVENUE,1,096.01.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,72362558,72362558,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-02-03,2020-02-03,,,2020-02-06,2020-02-06,CLOSE,2020-02-08,CLOSED,Closed,Work Done,BUILDING,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,Unit # 2 Oil leak,3.183507,96,1,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,NGO1,KORBUL,Tilden,96,TILDEN,96,282 DUMONT AVENUE,GN,096.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73320528,73320528,MAINTENANCE,Maintenance,COMPACTOR,COMPACTORLEAKING,3,2020-04-01,2020-04-01,,,2020-04-03,2020-04-03,CLOSE,2020-04-04,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,3,HYDROLICHOSEREPLACED;HYDROLICCYLINDERREPAIRED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - MAINT,1.883241,96,,,GND01,COMPACTORLEAKINGCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,MOLINA,Taft,97,TAFT,97,1345 5TH AVENUE,2,097.02.GND01,GROUNDS,DEV097,MAXIMO,Non-CCC,72249031,72266093,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-01-29,2020-01-29,,,2020-02-04,2020-04-01,CLOSE,2020-04-06,CLOSED,Closed,Work Done,VIOLATION,NORMALWEAR,REMEDY,,WORK,1,MACHINECLEANED,0,0,,,SOHC,63.179653,97,2,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,MOLINA,Taft,97,TAFT,97,65 EAST 112TH STREET,8,097.08.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65773066,65773066,MAINTENANCE,Maintenance,COMPACTOR,EMRGSTOPSWITCHOOO,3,2019-03-04,2019-03-04,,,2019-03-06,2019-03-06,CLOSE,2019-03-07,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,1.99566,97,8,,GND01,EMRGSTOPSWITCHOOOCOMPACTOR,EXTCOMPACTOR
Manhattan,Mixed Finance,HIPPS,Rutgers,99,RUTGERS,99,65 PIKE STREET,2,099.02.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,72894575,72894575,MAINTENANCE,Maintenance,COMPACTOR,RAMLIMITSWITCHOOO,3,2020-03-10,2020-03-10,,,2020-03-12,2020-03-12,CLOSE,2020-03-13,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,2.242153,99,2,,GND01,RAMLIMITSWITCHOOOCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,MOLINA,Lehman Village,101,LEHMAN,101,80 EAST 110TH STREET,2,101.02.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65550320,65550320,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTPUSHING,3,2019-02-13,2019-02-13,,,2019-02-14,2019-02-14,CLOSE,2019-02-14,CLOSED,Closed,Work Done,WASTE,NORMALWEAR,REMEDY,,WORK,2,LASTB	AGSWITCHREPAIRED;DOORSAFETYSWITCHREPAIRED,0,0,,,RAM NOT WORKING AUTOMATICALLY,1.017431,101,2,,GND01,RAMNOTPUSHINGCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,MOLINA,Lehman Village,101,LEHMAN,101,1595 MADISON AVENUE,3,101.03.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,72965390,72965390,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2020-03-15,2020-03-15,,,2020-03-19,2020-03-19,CLOSE,2020-03-19,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,2,HYDROLICHOSEREPLACED;HYDROLICFLUIDREPLACED,0,0,,,E-Z   Pak  HOSE in Exterior Compactor Busted,4.097488,101,3,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,THEODORE,Forest,59,MCKINLEY,103,905 TINTON AVENUE,7,103.07.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,72642785,72642785,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2020-02-24,2020-02-24,,,2020-02-27,2020-02-27,CLOSE,2020-03-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,COMPACTOR - MAINT,2.933218,103,7,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Manhattan,Mixed Finance,WALTON,Drew Hamilton,111,DREW-HAMILTON,111,2698 F DOUGLASS BOULEVARD,3,111.03.GND01,GROUNDS,DEV111,SIEBEL,CCC,65755629,65755629,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-03-01,2019-03-01,,,2019-03-01,2019-03-01,CLOSE,2019-03-05,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,COMPACTOR - SOHC,0.038079,111,3,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Manhattan,Mixed Finance,WALTON,Drew Hamilton,111,DREW-HAMILTON,111,210 WEST 142ND STREET,GN,111.GND01,GROUNDS,DEV111,SIEBEL,CCC,65120736,65120736,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-01-12,2019-01-12,,,2019-01-13,2019-01-13,CLOSE,2019-01-14,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,MACHINEUNJAMMED,0,0,,,COMPACTOR - SOHC,0.801956,111,,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Manhattan,Mixed Finance,WALTON,Drew Hamilton,111,DREW-HAMILTON,111,2660 F DOUGLASS BOULEVARD,1,111.01.GND01,GROUNDS,DEV111,SIEBEL,CCC,72991723,72991723,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-03-17,2020-03-17,,,2020-03-17,2020-03-17,CLOSE,2020-03-18,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,MACHINECLEANED,0,0,,,COMPACTOR - SOHC,0.060926,111,1,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Manhattan,NGO1,TURNER,Wilson,112,WILSON,112,425 EAST 105TH STREET,2,112.02.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,74147355,74147355,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-06-20,2020-06-20,,,2020-06-30,2020-06-30,CLOSE,2020-07-01,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,3,HYDROLICHOSEREPLACED;HYDROLICCYLINDERREPAIRED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - Easy pac #1 ooo,10.168507,112,2,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Manhattan,NGO1,TURNER,Wilson,112,WILSON,112,425 EAST 105TH STREET,2,112.02.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,74147372,74147372,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2020-06-20,2020-06-20,,,2020-06-30,2020-06-30,CLOSE,2020-07-01,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,COMPACTOR -#2 Hose leaking,10.103588,112,2,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Manhattan,NGO1,TURNER,Wilson,112,WILSON,112,425 EAST 105TH STREET,2,112.02.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65187933,65187933,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-01-18,2019-01-18,,,2019-01-22,2019-01-22,CLOSE,2019-01-24,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,Exterior compactor o/o/o wheels DML,4.381655,112,2,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Manhattan,NGO1,TURNER,Wilson,112,WILSON,112,425 EAST 105TH STREET,2,112.02.GND01,GROUNDS,DEV112,MAXIMO,Non-CCC,66578562,66578562,SKILLED TRADES,Vendor,COMPACTOR,COMPACTOROOO,3,2019-04-26,2019-04-26,,,2019-05-03,2019-05-03,CLOSE,2020-01-07,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,HYDROLICCYLINDERREPLACED,0,0,N,,EAsy pac #1 ooo,7.141528,112,2,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Manhattan,NGO1,TURNER,Wilson,112,WILSON,112,425 EAST 105TH STREET,2,112.02.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73950222,73950222,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2020-06-07,2020-06-07,,,2020-06-11,2020-06-11,CLOSE,2020-06-13,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,3,HYDROLICHOSEREPLACED;HYDROLICCYLINDERREPAIRED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR / Easy pac # ! hose leaking,3.913287,112,2,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,THEODORE,Butler,113,BUTLER,113,1402 WEBSTER AVENUE,GN,113.GND01,GROUNDS,DEV113,MAXIMO,Non-CCC,65155040,65155040,SKILLED TRADES,Vendor,COMPACTOR,COMPACTOROOO,3,2019-01-15,2019-01-15,,,2019-01-22,2019-01-22,CLOSE,2019-01-23,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,STRAPREINFORCED,0,0,Y,<100,#1 Exterior compactor need to be welded,7.01213,113,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,THEODORE,Butler,113,BUTLER,113,1402 WEBSTER AVENUE,GN,113.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65163991,65163991,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-01-16,2019-01-16,,,2019-01-17,2019-01-17,CLOSE,2019-01-18,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICHOSEREPLACED,0,0,,,COMPACTOR - MAINTCOMPACTOR - # 2 has a oil leak,0.964387,113,,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,THEODORE,Butler,113,BUTLER,113,1402 WEBSTER AVENUE,GN,113.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65615347,65615347,MAINTENANCE,Maintenance,COMPACTOR,FITTINGOILLEAK,3,2019-02-20,2019-02-20,,,2019-02-23,2019-02-23,CLOSE,2019-02-23,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,exterior compactor #1 oil leak see photo attach,3.144606,113,,,GND01,FITTINGOILLEAKCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,THEODORE,Butler,113,BUTLER,113,1402 WEBSTER AVENUE,GN,113.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65147152,65147152,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-01-15,2019-01-15,,,2019-01-15,2019-01-15,CLOSE,2019-01-16,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,HYDROLICHOSEREPLACED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - # 2 has a oil leak,0.379352,113,,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
