GEOGRAPHICAL_BOROUGH_NAME,NEW_BOROUGH_GROUPING,RAM,CONSOLIDATED_NAME,CONSOLIDATED_TDS_NUM,DEVELOPMENT_NAME,TDS_NUM,ADDRESS_LINE_1,BUILDING_NUM,LOCATION,LOCATION_TYPE,OWNERGROUP,SOURCESYSID,CALL_CENTER_TYPE,PARENT,WONUM,TRADE_TYPE,CRAFT_DESCRIPTION,FAILURECODE,PROBLEMCODE,WOPRIORITY,REPORTDATE,ZZCREATEDATE,SCHEDSTART,TARGSTARTDATE,ACTSTART,ACTFINISH,STATUS,STATUSDATE,DISPOSITION_DESC,DISPOSITION_SUB_DESC,WORK_DONE_DESC,ZZSUBWORKTYPE,CAUSE,REMEDY,ZZRESCODE,LAST_LABTRANS_TRANSTYPE,TOTAL_REPAIRS_DONE,REPAIRS_DONE_LIST,VANDALISM_CODE,ZZCOURTORDER,ZZRRPWORKREQUIRED,ZZRRPWORKAMOUNT,DESCRIPTION,Days to Complete Or Still Open,TDS,BUILDING,STAIRHALL,ROOM,PROBLEMANDFAILURE,CATEGORY
Queens,Queens-Staten Island,CORIOLAN,Ravenswood,48,RAVENSWOOD,48,12-22 35TH AVENUE,23,048.23.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,69048646,69048646,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-09-17,2019-09-17,,,2019-09-25,2019-09-25,CLOSE,2019-09-25,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HYDROLICHOSEREPLACED,0,0,,,EXTERIOR CONTAINER #3 HAS HYDRAULIC OIL LEAK,8.202014,48,23,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,CORIOLAN,Ravenswood,48,RAVENSWOOD,48,35-05 21ST STREET,9,048.09.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,68464971,68464971,MAINTENANCE,Maintenance,COMPACTOR,NOPOWER,3,2019-08-26,2019-08-26,,,2019-09-05,2019-09-05,CLOSE,2019-09-12,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR # 1 HAS NO POWER,10.380139,48,9,,GND01,NOPOWERCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,CORIOLAN,Ravenswood,48,RAVENSWOOD,48,12-50 35TH AVENUE,24,048.24.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73469777,73469777,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2020-04-22,2020-04-22,2020-04-24,2020-04-24,2020-04-24,2020-04-24,CLOSE,2020-04-24,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,HOPPERDOORREPAIRED,0,0,,,EZ PACK EXTERIOR COMPACTOR #3 COMPACTOR - MAINT,2.029722,48,24,,GND01,MACHOILLEAKCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,CORIOLAN,Ravenswood,48,RAVENSWOOD,48,12-22 35TH AVENUE,23,048.23.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,68167600,68167600,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-08-13,2019-08-13,,,2019-08-23,2019-08-23,CLOSE,2019-08-24,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,back of container # 3 back door needs welding,10.13544,48,23,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,CORIOLAN,Ravenswood,48,RAVENSWOOD,48,35-05 21ST STREET,9,048.09.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65023125,65023125,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTPUSHING,3,2019-01-07,2019-01-07,,,2019-01-14,2019-01-14,CLOSE,2019-01-15,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,COMPACTOR - MAINT,7.207986,48,9,,GND01,RAMNOTPUSHINGCOMPACTOR,EXTCOMPACTOR
Bronx,Mixed Finance,WALTON,Marble Hill,49,MARBLE HILL,49,5220 BROADWAY,GN,049.GND01,GROUNDS,DEV049,MAXIMO,Non-CCC,69053267,69053267,SKILLED TRADES,Vendor,COMPACTOR,COMPACTORLEAKING,3,2019-09-17,2019-09-17,,,2020-04-06,2020-04-06,CLOSE,2020-04-06,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Generic Vendor Work Plan,202.088553,49,,,GND01,COMPACTORLEAKINGCOMPACTOR,EXTCOMPACTOR
Bronx,Mixed Finance,WALTON,Marble Hill,49,MARBLE HILL,49,5480 BROADWAY,7,049.07.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,67638615,67638615,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTPUSHING,3,2019-07-05,2019-07-05,,,2019-07-17,2019-07-17,CLOSE,2019-07-18,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,3,REFLECTORCLEANED;MACHINECLEANED;REARLIMITSWITCHREPLACED,0,0,,,ram switch OOO / Comapctor,12.138843,49,7,,GND01,RAMNOTPUSHINGCOMPACTOR,EXTCOMPACTOR
Bronx,Mixed Finance,WALTON,Marble Hill,49,MARBLE HILL,49,5210 BROADWAY,1,049.01.GND01,GROUNDS,DEV049,MAXIMO,Non-CCC,66377573,66377573,SKILLED TRADES,Vendor,COMPACTOR,CHUTECUTOFFGATESTUCK,3,2019-04-09,2019-04-09,,,2019-05-09,2019-05-09,CLOSE,2019-05-09,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,CHUTESHUTOFFGATEREPAIRED,0,0,N,,Need welding,30.264132,49,1,,GND01,CHUTECUTOFFGATESTUCKCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,MOLINA,Washington,62,LEXINGTON,50,1536 LEXINGTON AVENUE,2,050.02.GND01,GROUNDS,DEV062,SIEBEL,CCC,67311222,67311222,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-06-24,2019-06-24,,,2019-06-24,2019-06-24,CLOSE,2019-06-24,CLOSED,Closed,Work Done,,RESIDENTCAUSED,REMEDY,,WORK,1,MACHINECLEANED,0,0,,,COMPACTOR - SOHC,0.139942,50,2,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,MOLINA,Washington,62,LEXINGTON,50,1773 3RD AVENUE,GN,050.GND01,GROUNDS,DEV062,MAXIMO,Non-CCC,68985622,68985622,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-09-11,2019-09-11,,,2019-09-12,2019-09-12,CLOSE,2019-09-20,CLOSED,Closed,Work Done,WASTE,NORMALWEAR,REMEDY,,WORK,1,HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - MAINT,0.92897,50,,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,FALU,Beach 41st Street,165,OCEAN BAY APARTMENTS (OCEANSIDE),51,54-15 BEACH CHANNEL DRIVE,4,051.04.GND01,GROUNDS,DEV165,SIEBEL,CCC,74174272,74174272,MAINTENANCE,Maintenance,COMPACTOR,NOISY,3,2020-06-23,2020-06-23,,,2020-06-24,2020-06-24,CLOSE,2020-06-24,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,MACHINEUNJAMMED;REFLECTORREPAIRED,0,0,,,COMPACTOR - MAINT,1.494838,51,4,,Unknown - Originally entered as GND01,NOISYCOMPACTOR,INTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,Berry,52,BERRY,52,235 JEFFERSON STREET,6,052.06.GND01,GROUNDS,DEV052,MAXIMO,Non-CCC,72959118,72959118,MAINTENANCE,Maintenance,COMPACTOR,NEEDSPAINTING,3,2020-03-14,2020-03-14,,,2020-03-31,2020-03-31,CLOSE,2020-03-31,CLOSED,No Work Done with Sequence,Work Not Done,PAINT,,,,NOWORKDONEWITHSEQ,,,0,0,,,New exterior compactor unit needs painting to cover old name,16.852789,52,6,,GND01,NEEDSPAINTINGCOMPACTOR,EXTCOMPACTOR
Staten Island,Queens-Staten Island,FALU,Berry,52,BERRY,52,235 JEFFERSON STREET,6,052.06.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,72959024,72959024,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2020-03-14,2020-03-14,,,2020-03-16,2020-03-16,CLOSE,2020-03-17,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,3,HYDROLICHOSEREPLACED;HYDROLICCYLINDERREPAIRED;HYDROLICFLUIDREPLACED,0,0,,,Replace hoses on both exterior compactor units. Follow up as per Mr. Levan,2.219722,52,6,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,DREW,Pomonok,53,POMONOK,53,67-10 PARSONS BOULEVARD,GN,053.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66690099,66690099,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-05-03,2019-05-03,,,2019-05-06,2019-05-06,CLOSE,2019-05-06,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,3,HYDROLICHOSEREPLACED;ELECTRICITYRESTORED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - MAINT,2.962975,53,,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,DREW,Pomonok,53,POMONOK,53,65-26 PARSONS BOULEVARD,7,053.07.GND01,GROUNDS,DEV053,SIEBEL,CCC,73936301,73936301,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-06-05,2020-06-05,,,2020-06-05,2020-06-05,CLOSE,2020-06-05,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,MACHINECLEANED,0,0,,,caretaker Winfield cleaned compactor,0.195637,53,7,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,DREW,Pomonok,53,POMONOK,53,67-29 KISSENA BOULEVARD,13,053.13.GND01,GROUNDS,DEV053,SIEBEL,CCC,73936885,73936885,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-06-05,2020-06-05,,,2020-06-07,2020-06-07,CLOSE,2020-06-07,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,REFLECTORCLEANED,0,0,,,COMPACTOR - SOHC,1.898738,53,13,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,DREW,Redfern,55,REDFERN,55,13-02 REDFERN AVENUE,8,055.08.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66865940,66865940,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-05-17,2019-05-17,,,2019-05-20,2019-05-20,CLOSE,2019-05-21,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,2.724375,55,8,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,DREW,Redfern,55,REDFERN,55,14-78 BEACH CHANNEL DRIVE,4,055.04.GND01,GROUNDS,QSELEC,MAXIMO,Non-CCC,66878303,66878303,SKILLED TRADES,Electrician,COMPACTOR,NOPOWER,3,2019-05-20,2019-05-20,,,2019-06-10,2019-06-10,CLOSE,2019-06-10,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,MACHINECLEANED,0,0,,,COMPACTOR - ELECTRCN,21.209398,55,4,,GND01,NOPOWERCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,DREW,Redfern,55,REDFERN,55,14-78 BEACH CHANNEL DRIVE,4,055.04.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65096987,65096987,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-01-10,2019-01-10,,,2019-01-11,2019-01-11,CLOSE,2019-01-12,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,COMPACTOR - MAINT,0.984271,55,4,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,Brooklyn,MIDDLETON,Breukelen,56,BREUKELEN,56,569 EAST 108TH STREET,25,056.25.GND01,GROUNDS,DEV056,SIEBEL,CCC,66509222,66509222,MAINTENANCE,Maintenance,COMPACTOR,NOISY,3,2019-04-19,2019-04-19,,,,,CLOSE,2019-05-05,CLOSED,Resolved Through Triage,Work Not Done,,,,RESLVDTHRUTRIAGE,,,,0,0,,,COMPACTOR - MAINT,15.759444,56,25,,GND01,NOISYCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,BETHEA,Edenwald,57,EDENWALD,57,1170 229TH DRIVE SOUTH,20,057.20.GND01,GROUNDS,DEV057,MAXIMO,Non-CCC,65527090,65527090,SKILLED TRADES,Vendor,COMPACTOR,COMPACTORLEAKING,3,2019-02-11,2019-02-11,,,,,CLOSE,2019-02-14,CLOSED,Resolved Through Triage,Work Not Done,,,,RESLVDTHRUTRIAGE,,,,0,0,N,,EXTERIOR COMPACTOR,2.948299,57,20,,GND01,COMPACTORLEAKINGCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,BETHEA,Edenwald,57,EDENWALD,57,1137 229TH DRIVE NORTH,11,057.11.GND01,GROUNDS,BXELEC,MAXIMO,Non-CCC,65795419,65795419,SKILLED TRADES,Electrician,COMPACTOR,FULLBAGSWITCHOOO,3,2019-03-06,2019-03-06,,,2019-03-06,2019-03-06,CLOSE,2019-03-07,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,REFLECTORREPAIRED,0,0,,,COMPACTOR - ELECTRCN,0.079039,57,11,,GND01,FULLBAGSWITCHOOOCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,MOLINA,Carver,58,CARVER,58,1330 PARK AVENUE,4,058.04.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,72574537,72574537,MAINTENANCE,Maintenance,COMPACTOR,DRSAFTEYSWITCHOOO,3,2020-02-18,2020-02-18,,,2020-02-20,2020-02-20,CLOSE,2020-02-22,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,EMERSTOPSWITCHREPAIRED;ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,1.746632,58,4,,GND01,DRSAFTEYSWITCHOOOCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,ALLEN,Baruch,60,BARUCH,60,64 BARUCH DRIVE,5,060.05.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,67001944,67001944,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-05-30,2019-05-30,,,2019-05-30,2019-05-30,CLOSE,2019-05-31,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,EZ pack OOO,0.503067,60,5,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,ALLEN,Baruch,60,BARUCH,60,288 DELANCEY STREET,13,060.13.GND01,GROUNDS,DEV060,SIEBEL,CCC,69662909,69662909,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-10-24,2019-10-24,,,2019-11-04,2019-11-04,CLOSE,2019-11-07,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,MACHINECLEANED,0,0,,,COMPACTOR - SOHC,10.8489,60,13,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,ALLEN,Baruch,60,BARUCH,60,64 BARUCH DRIVE,5,060.05.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66397465,66397465,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-04-10,2019-04-10,,,2019-04-11,2019-04-11,CLOSE,2019-04-11,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,Ez pack #2 is leaking fluid,1.091701,60,5,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,ALLEN,Baruch,60,BARUCH,60,64 BARUCH DRIVE,5,060.05.GND01,GROUNDS,MNELEC,MAXIMO,Non-CCC,67009120,67009120,SKILLED TRADES,Electrician,COMPACTOR,COMPACTOROOO,3,2019-05-30,2019-05-30,,,2019-05-30,2019-05-31,CLOSE,2019-05-31,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,EZ pack #4 is OOO,1.104676,60,5,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Brooklyn,NGO1,KORBUL,Van Dyke I,61,VAN DYKE I,61,429 DUMONT AVENUE,17,061.17.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65639763,65639763,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTMOVING,3,2019-02-22,2019-02-22,,,2019-02-23,2019-02-23,CLOSE,2019-02-23,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,exterior compactor # 3 ram not working,1.24015,61,17,,GND01,RAMNOTMOVINGCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,220 EAST 102ND STREET,9,062.09.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,65000343,65000343,MAINTENANCE,Maintenance,COMPACTOR,NOAUTO,3,2019-01-04,2019-01-04,,,2019-01-07,2019-01-07,CLOSE,2019-01-07,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,2.970556,62,9,,GND01,NOAUTOCOMPACTOR,EXTCOMPACTOR
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,1761 3RD AVENUE,1,062.01.GND01,GROUNDS,DEV062,SIEBEL,CCC,73832153,73832153,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-05-28,2020-05-28,,,2020-05-28,2020-05-28,CLOSE,2020-05-28,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,MACHINECLEANED,0,0,,,COMPACTOR - SOHC,0.168657,62,1,,GND01,NEEDSCLEANINGCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Throggs Neck,63,THROGGS NECK,63,2824 SCHLEY AVENUE,GN,063.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,69571689,69571689,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-10-17,2019-10-17,,,2019-10-25,2019-10-25,CLOSE,2019-10-25,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2,HYDROLICHOSEREPLACED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - MAINT,7.613588,63,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Manhattan,NGO1,TURNER,Jefferson,64,JEFFERSON,64,300 EAST 115TH STREET,GN,064.GND01,GROUNDS,DEV064,MAXIMO,Non-CCC,71735988,71735988,SKILLED TRADES,Vendor,COMPACTOR,CHUTECUTOFFGATEOOO,3,2019-12-26,2019-12-26,,,2020-04-06,2020-04-06,CLOSE,2020-04-06,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,CHUTESHUTOFFGATEREPAIRED,0,0,N,,EZ Pack ate unable to close,101.911794,64,,,GND01,CHUTECUTOFFGATEOOOCOMPACTOR,EXTCOMPACTOR
Manhattan,NGO1,TURNER,Jefferson,64,JEFFERSON,64,220 EAST 115TH STREET,15,064.15.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,64974132,64974132,MAINTENANCE,Maintenance,COMPACTOR,COMPACTORLEAKING,3,2019-01-02,2019-01-02,,,2019-01-03,2019-01-03,CLOSE,2019-01-03,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,"Easy pack# 1 leaking fluids, exterior",1.176794,64,15,,GND01,COMPACTORLEAKINGCOMPACTOR,EXTCOMPACTOR
Manhattan,NGO1,TURNER,Jefferson,64,JEFFERSON,64,300 EAST 115TH STREET,GN,064.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73962224,73962224,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2020-06-08,2020-06-08,,,2020-06-16,2020-06-16,CLOSE,2020-06-16,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,3,HYDROLICHOSEREPLACED;HYDROLICCYLINDERREPAIRED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - MAINT,7.870081,64,,,GND01,MACHOILLEAKCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,DREW,South Jamaica,8,SOUTH JAMAICA II,66,108-12 160TH STREET,20,066.20.GND01,GROUNDS,DEV008,SIEBEL,CCC,64981191,64981191,MAINTENANCE,Maintenance,COMPACTOR,NOISY,3,2019-01-02,2019-01-02,,,2019-01-12,2019-01-12,CLOSE,2019-01-12,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,COMPACTOR - MAINT,9.592859,66,20,,GND01,NOISYCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,DREW,South Jamaica,8,SOUTH JAMAICA II,66,106-16 159TH STREET,12,066.12.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,67772774,67772774,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2019-07-17,2019-07-17,,,2019-07-26,2019-07-26,CLOSE,2019-07-30,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR #1,9.097407,66,12,,GND01,MACHOILLEAKCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,DREW,South Jamaica,8,SOUTH JAMAICA II,66,106-16 159TH STREET,12,066.12.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,67772727,67772727,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTPUSHING,3,2019-07-17,2019-07-17,,,2019-07-26,2019-07-26,CLOSE,2019-07-30,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,COMPACTOR #2,9.203194,66,12,,GND01,RAMNOTPUSHINGCOMPACTOR,EXTCOMPACTOR
Queens,Queens-Staten Island,DREW,South Jamaica,8,SOUTH JAMAICA II,66,106-62 160TH STREET,GN,066.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73890149,73890149,MAINTENANCE,Maintenance,COMPACTOR,DRSAFTEYSWITCHOOO,3,2020-06-01,2020-06-01,,,2020-06-04,2020-06-04,CLOSE,2020-06-04,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,3,HYDROLICHOSEREPLACED;HYDROLICCYLINDERREPAIRED;HYDROLICFLUIDREPLACED,0,0,,,EXTERIOR COMPACTOR#04 - MAINT,2.87419,66,,,GND01,DRSAFTEYSWITCHOOOCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1085 BEACH AVENUE,18,067.18.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,73386257,73386257,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-04-10,2020-04-10,,,2020-04-14,2020-04-14,CLOSE,2020-04-15,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,EXTERIOR COMPACTOR # 1,3.890231,67,18,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1720 WATSON AVENUE,10,067.10.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66537753,66537753,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-04-23,2019-04-23,,,2019-04-26,2019-04-26,CLOSE,2019-04-27,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,"E ZAY PACK # 3 HOSE,PISTON BROKEN",3.016609,67,10,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1010 SOUNDVIEW AVENUE,4,067.04.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66541513,66541513,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-04-23,2019-04-23,,,2019-04-26,2019-04-26,CLOSE,2019-04-27,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,2,ELECTRICITYRESTORED;ELECPHOTOCELLREPAIRED,0,0,,,COMPACTOR - MAINT,2.944352,67,4,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1720 WATSON AVENUE,10,067.10.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,71377348,71377348,MAINTENANCE,Maintenance,COMPACTOR,HOSEOILLEAK,3,2019-12-01,2019-12-01,,,2019-12-12,2019-12-12,CLOSE,2019-12-13,CLOSED,Closed,Work Done,GROUNDS,NORMALWEAR,REMEDY,,WORK,1,ELECTRICITYRESTORED,0,0,,,E- ZAY PACK # 4 HOSE OIL LEAK,11.393958,67,10,,GND01,HOSEOILLEAKCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1090 ROSEDALE AVENUE,GN,067.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66537706,66537706,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-04-23,2019-04-23,,,2019-04-26,2019-04-26,CLOSE,2019-04-27,CLOSED,Condition not Founded,Work Not Done,GROUNDS,,,,UNFOUNDED,,,0,0,,,"E ZAY PACK # 2 BROKEN ARM,PISTON, LIFT HANDLE",2.893021,67,,,GND01,COMPACTOROOOCOMPACTOR,EXTCOMPACTOR
Bronx,Bronx,TOLOZANO,Sotomayor,67,SOTOMAYOR,67,1040 SOUNDVIEW AVENUE,9,067.09.GND01,GROUNDS,TSDWASTE,MAXIMO,Non-CCC,66075867,66075867,MAINTENANCE,Maintenance,COMPACTOR,COMPACTORLEAKING,3,2019-03-29,2019-03-29,,,2019-04-02,2019-04-02,CLOSE,2019-04-04,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1,BRICKSPOINTED,0,0,,,COMPACTOR - MAINT,4.295914,67,9,,GND01,COMPACTORLEAKINGCOMPACTOR,EXTCOMPACTOR
