,GEO_BORO,NYCHA_BORO,CONS_TDS,CONS_NAME,DEV_NAME,TDS,AMP,TOTAL_HH,TOTAL_POP,AVG_FAMILY_SIZE,AVG_TENURE,CURRENT_APTS,TOTAL_APTS,STAIRHALLS,BLDGS,WASTE_TONS_DAY,TRASH_PRIMARY,TRASH_SECONDARY,TRASH_CY,TRASH_TONS,TRASH_ACTUAL_CY,TRASH_ACTUAL_TONS,MGP_CY,MGP_TONS,CARDBOARD_CY,CARDBOARD_TONS,PAPER_CY,PAPER_TONS,ORGANICS_CY,ORGANICS_TONS,EWASTE_CY,EWASTE_TONS,TEXTILES_CY,TEXTILES_TONS,TRASH_CHUTE_CY,TRASH_CHUTE_TONS,TRASH_CHUTE_SAUSAGE,TRASH_DROP_CY,TRASH_DROP_TONS,TRASH_DROP_BINS,CAPTURED_MGP_TONS_WEEK,CAPTURED_CARDBOARD_TONS_WEEK,CAPTURED_PAPER_TONS_WEEK,MGP_BAGS_WEEK,PAPER_BAGS_WEEK,CARDBOARD_BALES_WEEK,TONS_PER_CONTAINER
10,Bronx,Private Mgmt,530,Building Management Associates (BX 1),BRYANT AVENUE-EAST 174TH STREET,235,NY005015300,72,139,1.9,20.1,72,72,1.0,1,0.18,0.75,0.25,0.98514,0.0468,2.0979090000000005,0.16092,0.616284,0.0342,0.336042,0.0126,0.07799400000000001,0.0126,0.248832,0.0576,0.01017,0.0018,0.19195199999999998,0.0144,1.5734317500000004,0.12069,3.7373675771971504,0.5244772500000001,0.04023,1.6551682514296877,0.07182,0.0441,0.01764,7.4379103448275865,0.627537931034483,6.094025906735752,
11,Bronx,Bronx,113,Butler,BUTLER,113,NY005001130,"1,474","4,235",2.9,18.8,1476,1492,7.0,7,3.69,0.75,0.25,20.19537,0.9594,43.0071345,3.29886,12.633821999999999,0.7011,6.888861000000001,0.25830000000000003,1.5988770000000003,0.25830000000000003,5.101056000000001,1.1808,0.20848500000000003,0.0369,3.935016,0.2952,32.255350875,2.474145,76.61603533254156,10.751783625,0.824715,33.93094915430859,1.47231,0.9040500000000001,0.36162000000000005,152.4771620689655,12.8645275862069,124.92753108808293,7.485364146
12,Bronx,Mixed Finance,080,Castle Hill,CASTLE HILL,080,NY005020800,"1,975","4,793",2.4,22.1,2022,2025,14.0,6,5.055,0.75,0.25,27.666015,1.3143,58.91627774999999,4.51917,17.307308999999997,0.9604499999999999,9.437179500000001,0.35385,2.1903315,0.35385,6.9880320000000005,1.6176,0.2856075,0.05055,5.390652,0.4044,44.18720831249999,3.3893775,104.95773945961993,14.729069437499998,1.1297925,46.48264172765038,2.0169449999999998,1.238475,0.49539,208.88131551724135,17.623356896551726,171.14056088082904,6.829700065
13,Bronx,Bronx,342,Union Avenue Consolidated,CLAREMONT PARKWAY-FRANKLIN AVENUE,334,NY005013420,185,272,1.5,18.2,187,188,13.0,3,0.4675,0.75,0.25,2.5586275,0.12155,5.448735875,0.417945,1.6006265,0.088825,0.8727757500000002,0.032725000000000004,0.20256775000000005,0.032725000000000004,0.6462720000000001,0.1496,0.026413750000000003,0.004675,0.49854200000000004,0.0374,4.0865519062499995,0.31345875,9.70677412410926,1.36218396875,0.10448625,4.298839764129882,0.18653250000000002,0.11453750000000001,0.04581500000000001,19.31790603448276,1.6298554597701154,15.827539507772023,7.695416667000001
14,Bronx,Bronx,308,Claremont Consolidated,CLAREMONT REHAB (GROUP 2),307,NY005013080,104,240,2.3,17.0,106,107,6.0,13,0.265,0.75,0.25,1.4503450000000002,0.0689,3.0885882500000004,0.23691,0.9073070000000001,0.050350000000000006,0.4947285000000001,0.018550000000000004,0.11482450000000004,0.018550000000000004,0.36633600000000005,0.0848,0.014972500000000001,0.00265,0.282596,0.0212,2.3164411875,0.17768250000000002,5.502235599762471,0.7721470625000001,0.0592275,2.4367754812714844,0.105735,0.06492500000000001,0.025970000000000007,10.950256896551725,0.9238752873563223,8.971760362694303,
15,Bronx,Bronx,308,Claremont Consolidated,CLAREMONT REHAB (GROUP 3),308,NY005013080,104,244,2.3,18.6,107,115,5.0,1,0.2675,0.75,0.25,1.4640275,0.06955,3.1177258749999996,0.23914500000000002,0.9158665,0.050825,0.4993957500000001,0.018725000000000002,0.11590775000000002,0.018725000000000002,0.36979200000000007,0.08560000000000001,0.015113750000000002,0.0026750000000000003,0.285262,0.021400000000000002,2.3382944062499997,0.17935875,5.5541434827790965,0.7794314687499999,0.059786250000000006,2.4597639292080076,0.10673250000000001,0.06553750000000001,0.026215000000000002,11.053561206896552,0.9325910919540233,9.056399611398964,
16,Bronx,Bronx,308,Claremont Consolidated,CLAREMONT REHAB (GROUP 4),335,NY005013080,144,322,2.2,18.8,147,150,9.0,22,0.3675,0.75,0.25,2.0113275,0.09555,4.283230875000001,0.328545,1.2582465,0.069825,0.68608575,0.025725,0.15923775,0.025725,0.508032,0.1176,0.02076375,0.003675,0.391902,0.0294,3.2124231562500007,0.24640874999999998,7.630458803444181,1.0708077187500002,0.08213625,3.379301846668946,0.14663249999999997,0.0900375,0.036015000000000005,15.185733620689655,1.2812232758620692,12.441969559585493,
17,Bronx,Bronx,308,Claremont Consolidated,CLAREMONT REHAB (GROUP 5),336,NY005013080,125,292,2.3,20.4,129,135,3.0,1,0.3225,0.75,0.25,1.7650425000000003,0.08385000000000001,3.7587536249999998,0.288315,1.1041755,0.061275,0.6020752500000001,0.022575,0.13973925,0.022575,0.44582400000000005,0.1032,0.01822125,0.003225,0.343914,0.0258,2.8190652187499996,0.21623625,6.696116909144892,0.9396884062499999,0.07207875,2.965509783811523,0.1286775,0.0790125,0.03160500000000001,13.326256034482757,1.1243387931034485,10.918463082901555,
18,Bronx,Bronx,280,Sack Wern,CLASON POINT GARDENS,011,NY005012800,398,873,2.2,28.9,401,401,192.0,1,1.0025,0.75,0.25,5.4866825,0.26065,11.684187625,0.896235,3.4323595,0.190475,1.8715672500000002,0.070175,0.43438325000000005,0.070175,1.385856,0.3208,0.05664125,0.010025,1.0690659999999998,0.0802,8.76314071875,0.67217625,20.81506108966746,2.92104690625,0.22405875,9.218367622545898,0.3999975,0.2456125,0.098245,41.42502844827586,3.495037643678162,33.940338730569955,
19,Bronx,Bronx,308,Claremont Consolidated,COLLEGE AVENUE-EAST 165TH STREET,236,NY005013080,93,101,1.1,12.5,95,95,1.0,1,0.23750000000000002,0.75,0.25,1.2998375000000002,0.061750000000000006,2.7680743750000008,0.212325,0.8131525000000001,0.045125000000000005,0.44338875000000016,0.016625000000000004,0.10290875000000003,0.016625000000000004,0.32832000000000006,0.07600000000000001,0.013418750000000004,0.0023750000000000004,0.25327000000000005,0.019000000000000003,2.0760557812500005,0.15924375000000002,4.931248886579573,0.6920185937500002,0.05308125,2.183902553969727,0.0947625,0.05818750000000002,0.023275000000000007,9.813909482758623,0.8280014367816096,8.04072862694301,7.553103448
20,Bronx,Bronx,342,Union Avenue Consolidated,DAVIDSON,190,NY005013420,172,466,2.7,17.7,175,175,2.0,5,0.4375,0.75,0.25,2.3944375,0.11375,5.099084375,0.391125,1.4979125,0.083125,0.8167687500000002,0.030625000000000003,0.18956875000000004,0.030625000000000003,0.6048000000000001,0.14,0.024718750000000005,0.004375,0.46655,0.035,3.8243132812500003,0.29334375,9.083879527909739,1.27477109375,0.09778125,4.022978388891602,0.1745625,0.1071875,0.04287500000000001,18.07825431034483,1.5252658045977017,14.811868523316063,9.425084746
21,Bronx,Bronx,059,Forest,EAGLE AVENUE-EAST 163RD STREET,224,NY005000590,62,127,2.0,18.2,65,66,1.0,17,0.1625,0.75,0.25,0.8893625000000001,0.04225,1.8939456250000006,0.14527500000000002,0.5563675,0.030875000000000003,0.30337125000000004,0.011375000000000001,0.07041125000000001,0.011375000000000001,0.22464000000000003,0.052000000000000005,0.009181250000000002,0.0016250000000000001,0.17329000000000003,0.013000000000000001,1.4204592187500005,0.10895625,3.374012396080761,0.47348640625000016,0.036318750000000004,1.4942491158740239,0.06483749999999999,0.03981250000000001,0.015925000000000005,6.7147801724137945,0.5665272988505748,5.501551165803109,
22,Bronx,NGO1,028,Melrose,EAST 152ND STREET-COURTLANDT AVENUE,237,NY005010280,221,382,1.7,19.8,221,221,2.0,1,0.5525,0.75,0.25,3.0238325,0.14365,6.439415124999999,0.493935,1.8916495,0.104975,1.0314622500000001,0.038675,0.23939825000000003,0.038675,0.7637760000000001,0.1768,0.031216250000000004,0.005525,0.5891860000000001,0.0442,4.829561343749999,0.37045125,11.471642146674583,1.6098537812499998,0.12348375,5.0804469939716785,0.2204475,0.1353625,0.054145000000000006,22.830252586206896,1.9261928160919546,18.70527396373057,8.218571428999999
23,Bronx,Private Mgmt,530,Building Management Associates (BX 1),EAST 165TH STREET-BRYANT AVENUE,304,NY005015300,110,361,3.3,19.7,111,111,19.0,23,0.2775,0.75,0.25,1.5187575000000002,0.07215,3.234276375000001,0.24808500000000003,0.9501045000000001,0.05272500000000001,0.5180647500000002,0.019425000000000005,0.12024075000000004,0.019425000000000005,0.38361600000000007,0.0888,0.01567875,0.002775,0.295926,0.0222,2.425707281250001,0.18606375000000003,5.761775014845608,0.8085690937500003,0.06202125000000001,2.551717720954102,0.11072250000000002,0.06798750000000002,0.02719500000000001,11.466778448275862,0.9674543103448279,9.394956606217619,
24,Bronx,Private Mgmt,530,Building Management Associates (BX 1),EAST 173RD STREET-VYSE AVENUE,338,NY005015300,162,381,2.4,19.8,168,168,28.0,4,0.42,0.75,0.25,2.2986600000000004,0.1092,4.895121,0.37548,1.4379959999999998,0.0798,0.7840980000000001,0.029400000000000003,0.18198600000000004,0.029400000000000003,0.580608,0.1344,0.02373,0.0042,0.44788799999999995,0.0336,3.6713407499999997,0.28160999999999997,8.720524346793349,1.22378025,0.09387,3.862059253335937,0.16758,0.1029,0.04116,17.355124137931032,1.4642551724137935,14.21939378238342,
25,Bronx,Bronx,180,1010 EAST 178TH STREET,EAST 180TH STREET-MONTEREY AVENUE,208,NY005012270,238,526,2.2,21.9,239,239,3.0,3,0.5975,0.75,0.25,3.2701175000000005,0.15535000000000002,6.963892375,0.534165,2.0457205,0.113525,1.1154727500000003,0.04182500000000001,0.25889675000000006,0.04182500000000001,0.825984,0.1912,0.033758750000000004,0.005975,0.637174,0.0478,5.22291928125,0.40062375,12.405984040973872,1.74097309375,0.13354125,5.494239056829102,0.2384025,0.14638750000000003,0.05855500000000002,24.68973017241379,2.0830772988505757,20.228780440414514,7.248055556000001
26,Bronx,Bronx,034,Eastchester Gardens,EASTCHESTER GARDENS,034,NY005010340,862,"1,981",2.3,26.0,877,877,15.0,3,2.1925,0.75,0.25,11.9995525,0.57005,25.553697125,1.960095,7.506681499999999,0.416575,4.09317825,0.153475,0.9500102500000001,0.153475,3.0309120000000003,0.7016,0.12387625000000001,0.021925,2.338082,0.1754,19.16527284375,1.47007125,45.52321340558195,6.38842428125,0.49002375,20.16086884033105,0.8748075,0.5371625,0.214865,90.5978801724138,7.643760632183911,74.22862111398963,7.929306931
27,Bronx,Bronx,057,Edenwald,EDENWALD,057,NY005000570,"2,009","4,783",2.4,22.9,2035,2039,71.0,8,5.0875,0.75,0.25,27.843887500000005,1.32275,59.295066875,4.548225,17.4185825,0.9666250000000001,9.497853750000003,0.3561250000000001,2.2044137500000005,0.3561250000000001,7.032960000000001,1.6280000000000001,0.28744375000000005,0.050875000000000004,5.4253100000000005,0.40700000000000003,44.47130015625,3.4111687500000003,105.63254193883611,14.82376671875,1.13705625,46.781491550825194,2.0299125,1.2464375000000003,0.49857500000000016,210.22427155172414,17.736662356321844,172.24087111398967,7.629328321
28,Bronx,Bronx,059,Forest,FOREST,059,NY005000590,"1,326","2,908",2.2,24.3,1348,1350,15.0,1,3.37,0.75,0.25,18.444010000000002,0.8762000000000001,39.27751849999999,3.0127800000000002,11.538205999999999,0.6403,6.2914530000000015,0.23590000000000003,1.4602210000000002,0.23590000000000003,4.658688000000001,1.0784,0.19040500000000002,0.0337,3.5937680000000003,0.2696,29.458138874999996,2.2595850000000004,69.97182630641329,9.819379624999998,0.7531950000000001,30.988427818433586,1.34463,0.8256500000000001,0.33026000000000005,139.25421034482758,11.748904597701152,114.09370725388602,7.6568855220000005
29,Bronx,Bronx,197,Fort Independence,FORT INDEPENDENCE STREET-HEATH AVENUE,197,NY005012020,340,731,2.2,20.7,342,344,2.0,5,0.855,0.75,0.25,4.6794150000000005,0.2223,9.965067750000001,0.76437,2.927349,0.16245,1.5961995000000002,0.05985000000000001,0.37047150000000006,0.05985000000000001,1.1819520000000001,0.2736,0.0483075,0.00855,0.911772,0.0684,7.4738008125,0.5732775,17.752495991686462,2.4912669375000003,0.1910925,7.862049194291016,0.34114500000000003,0.20947500000000002,0.08379,35.330074137931035,2.9808051724137936,28.94662305699482,6.880697673999999
30,Bronx,Bronx,067,Sotomayor,GLEBE AVENUE-WESTCHESTER AVENUE,225,NY005010670,125,137,1.1,19.4,131,132,1.0,8,0.3275,0.75,0.25,1.7924075000000002,0.08515,3.8170288750000005,0.292785,1.1212945,0.062225,0.6114097500000002,0.022925000000000004,0.14190575000000002,0.022925000000000004,0.452736,0.1048,0.018503750000000003,0.003275,0.349246,0.0262,2.8627716562500005,0.21958875,6.799932675178148,0.9542572187500001,0.07319625,3.0114866796845705,0.1306725,0.08023750000000002,0.03209500000000001,13.532864655172414,1.1417704022988509,11.087741580310885,
31,Bronx,Bronx,040,Gun Hill,GUN HILL,040,NY005010470,726,"1,457",2.0,22.1,732,733,6.0,7,1.83,0.75,0.25,10.015590000000001,0.47580000000000006,21.328741500000003,1.63602,6.265554,0.3477,3.4164270000000005,0.12810000000000002,0.7929390000000002,0.12810000000000002,2.529792,0.5856,0.10339500000000001,0.0183,1.9515120000000001,0.1464,15.996556125000001,1.227015,37.99657036817102,5.332185375000001,0.409005,16.827543889535157,0.73017,0.4483500000000001,0.17934000000000003,75.6187551724138,6.379968965517244,61.95593005181348,7.690765306
32,Bronx,Private Mgmt,341,Kraus Management (BX 3),HARRISON AVENUE REHAB (GROUP A),347,NY005013410,33,74,2.2,21.8,34,34,1.0,1,0.085,0.75,0.25,0.46520500000000004,0.0221,0.9906792500000001,0.07599,0.29102300000000003,0.01615,0.15868650000000004,0.005950000000000001,0.03683050000000001,0.005950000000000001,0.11750400000000001,0.027200000000000002,0.0048025,0.0008500000000000001,0.090644,0.0068000000000000005,0.7430094375,0.0569925,1.7648680225653208,0.24766981250000003,0.0189975,0.781607229841797,0.033915,0.020825000000000003,0.008330000000000002,3.512346551724139,0.2963373563218392,2.87773445595855,
33,Bronx,Private Mgmt,341,Kraus Management (BX 3),HARRISON AVENUE REHAB (GROUP B),547,NY005013410,148,325,2.2,22.8,150,150,4.0,4,0.375,0.75,0.25,2.052375,0.0975,4.37064375,0.33525,1.2839250000000002,0.07125000000000001,0.7000875000000001,0.026250000000000002,0.16248750000000003,0.026250000000000002,0.5184,0.12,0.0211875,0.00375,0.3999,0.03,3.2779828125000003,0.2514375,7.786182452494063,1.0926609375,0.0838125,3.4482671904785156,0.149625,0.09187500000000001,0.036750000000000005,15.49564655172414,1.3073706896551727,12.695887305699483,
34,Bronx,Bronx,078,Highbridge Gardens,HIGHBRIDGE GARDENS,078,NY005000780,692,"1,594",2.3,23.0,700,700,6.0,18,1.75,0.75,0.25,9.57775,0.455,20.3963375,1.5645,5.99165,0.3325,3.2670750000000006,0.12250000000000001,0.7582750000000001,0.12250000000000001,2.4192000000000005,0.56,0.09887500000000002,0.0175,1.8662,0.14,15.297253125000001,1.173375,36.335518111638955,5.099084375,0.391125,16.091913555566407,0.69825,0.42875,0.17150000000000004,72.31301724137931,6.101063218390807,59.24747409326425,
35,Bronx,Private Mgmt,530,Building Management Associates (BX 1),HOE AVENUE-EAST 173RD STREET,215,NY005015300,65,146,2.2,18.5,65,65,1.0,3,0.1625,0.75,0.25,0.8893625000000001,0.04225,1.8939456250000006,0.14527500000000002,0.5563675,0.030875000000000003,0.30337125000000004,0.011375000000000001,0.07041125000000001,0.011375000000000001,0.22464000000000003,0.052000000000000005,0.009181250000000002,0.0016250000000000001,0.17329000000000003,0.013000000000000001,1.4204592187500005,0.10895625,3.374012396080761,0.47348640625000016,0.036318750000000004,1.4942491158740239,0.06483749999999999,0.03981250000000001,0.015925000000000005,6.7147801724137945,0.5665272988505748,5.501551165803109,
36,Bronx,Private Mgmt,530,Building Management Associates (BX 1),HUNTS POINT AVENUE REHAB,367,NY005015300,130,320,2.5,18.6,131,131,13.0,1,0.3275,0.75,0.25,1.7924075000000002,0.08515,3.8170288750000005,0.292785,1.1212945,0.062225,0.6114097500000002,0.022925000000000004,0.14190575000000002,0.022925000000000004,0.452736,0.1048,0.018503750000000003,0.003275,0.349246,0.0262,2.8627716562500005,0.21958875,6.799932675178148,0.9542572187500001,0.07319625,3.0114866796845705,0.1306725,0.08023750000000002,0.03209500000000001,13.532864655172414,1.1417704022988509,11.087741580310885,
37,Bronx,Bronx,267,Morrisania Air Rights,JACKSON,120,NY005012670,854,"2,121",2.5,22.4,868,868,7.0,30,2.17,0.75,0.25,11.876410000000002,0.5642,25.291458500000005,1.93998,7.429646,0.4123,4.051173,0.1519,0.9402610000000001,0.1519,2.9998080000000003,0.6944,0.122605,0.0217,2.314088,0.1736,18.968593875000003,1.454985,45.05604245843231,6.322864625000001,0.484995,19.953972808902346,0.86583,0.5316500000000001,0.21266000000000002,89.66814137931034,7.5653183908046,73.46686787564768,7.627356322000001
38,Bronx,Private Mgmt,530,Building Management Associates (BX 1),LONGFELLOW AVENUE REHAB,362,NY005015300,75,273,3.6,17.4,75,75,2.0,13,0.1875,0.75,0.25,1.0261875,0.04875,2.185321875,0.167625,0.6419625000000001,0.035625000000000004,0.35004375000000004,0.013125000000000001,0.08124375000000002,0.013125000000000001,0.2592,0.06,0.01059375,0.001875,0.19995,0.015,1.6389914062500002,0.12571875,3.8930912262470314,0.54633046875,0.04190625,1.7241335952392578,0.0748125,0.045937500000000006,0.018375000000000002,7.74782327586207,0.6536853448275863,6.347943652849741,
39,Bronx,Mixed Finance,049,Marble Hill,MARBLE HILL,049,NY005020490,"1,664","3,216",1.9,22.4,1680,1682,12.0,9,4.2,0.75,0.25,22.986600000000003,1.092,48.95121,3.7548000000000004,14.37996,0.798,7.840980000000002,0.29400000000000004,1.8198600000000003,0.29400000000000004,5.806080000000001,1.344,0.23730000000000004,0.042,4.47888,0.336,36.7134075,2.8161000000000005,87.20524346793349,12.2378025,0.9387000000000001,38.62059253335938,1.6758,1.0290000000000001,0.4116000000000001,173.55124137931034,14.642551724137936,142.19393782383423,7.414277778
40,Bronx,Bronx,059,Forest,MCKINLEY,103,NY005000590,605,"1,387",2.3,23.7,615,619,5.0,2,1.5375,0.75,0.25,8.414737500000001,0.39975000000000005,17.919639375000003,1.374525,5.2640925,0.292125,2.8703587500000003,0.10762500000000001,0.6661987500000002,0.10762500000000001,2.12544,0.49200000000000005,0.08686875000000001,0.015375000000000002,1.63959,0.12300000000000001,13.439729531250002,1.03089375,31.92334805522566,4.479909843750001,0.34363125,14.137895480961916,0.6134625,0.37668750000000006,0.150675,63.532150862068974,5.360219827586209,52.05313795336788,7.532065217
41,Bronx,NGO1,028,Melrose,MELROSE,028,NY005010280,"1,016","2,396",2.4,23.3,1021,1023,9.0,2,2.5525,0.75,0.25,13.969832500000003,0.6636500000000001,29.749515125000002,2.2819350000000003,8.739249500000001,0.48497500000000004,4.765262250000001,0.17867500000000003,1.1059982500000003,0.17867500000000003,3.5285760000000006,0.8168000000000001,0.14421625000000002,0.025525000000000003,2.7219860000000002,0.20420000000000002,22.31213634375,1.71145125,52.99794855997625,7.4373787812500005,0.5704837500000001,23.47120534319043,1.0184475,0.6253625,0.25014500000000006,105.47370086206898,8.898836494252878,86.41667292746116,8.173515625
42,Bronx,Bronx,034,Eastchester Gardens,MIDDLETOWN PLAZA,191,NY005010340,174,192,1.1,21.4,177,179,1.0,27,0.4425,0.75,0.25,2.4218025,0.11505,5.157359625,0.39559500000000003,1.5150314999999999,0.084075,0.8261032500000001,0.030975000000000003,0.19173525000000002,0.030975000000000003,0.611712,0.1416,0.025001250000000003,0.004425,0.471882,0.0354,3.86801971875,0.29669625,9.187695293942992,1.28933990625,0.09889875000000001,4.068955284764648,0.17655749999999998,0.10841250000000001,0.04336500000000001,18.284862931034482,1.542697413793104,14.98114702072539,
43,Bronx,NGO1,084,Mill Brook,MILL BROOK,084,NY005010840,"1,230","2,770",2.3,23.8,1251,1255,9.0,1,3.1275,0.75,0.25,17.1168075,0.81315,36.451168875,2.795985,10.7079345,0.594225,5.838729750000001,0.218925,1.3551457500000001,0.218925,4.323456,1.0008,0.17670375,0.031275,3.3351659999999996,0.2502,27.33837665625,2.09698875,64.93676165380047,9.11279221875,0.69899625,28.75854836859082,1.2478725,0.7662375,0.306495,129.23369224137932,10.903471551724142,105.8837001295337,7.890077519
