MAKE,MODL,YEAR,DESCRIPTION,SERIAL #,PO #, COST ,DATE,LOCATION,Tag # 
TENNNAT,4300,2014,ATLV,4300-3645,1423042,"$37,980.00 ",9/3/14,POLO GROUNDS,EQ-022591
TENNNAT,4300,2014,ATLV,4300-3646,1423042,"$37,980.00 ",9/3/14,BEACH 41ST ST.,EQ-022590
TENNNAT,4300,2014,ATLV,4300-3647,1423042,"$37,980.00 ",9/3/14,REDFERN,EQ-022593
TENNANT,4300,2015,VAC,4300-3748,1501588,"$38,253.36 ",2/26/15,UNITY PLAZA,EQ-022843
TENNANT,4300,2015,VAC,4300-3749,1501588,"$38,253.36 ",2/26/15,JEFFERSON,EQ-022841
TENNANT,4300,2015,VAC,4300-3750,1501588,"$38,253.36 ",2/26/15,LINCOLN,EQ-022842
TENNANT,800,2017,SWEEPER ,800-8513,1729027,"$80,538.12 ",12/7/17,SAINT NICHOLAS,MA-489788
TENNANT,800,2017,SWEEPER ,800-8526,1729027,"$80,538.12 ",12/27/17,BREUKELEN,MA-489792
TENNANT,800,2019,SWEEPER,800-8740,1909082,"$86,091.00 ",6/26/19,THROGGSNECK,MS - 129446
TENNANT,800,2019,SWEEPER,800-8741,1909082,"$86,091.00 ",6/26/19,SOTOMAYOR,MS - 129447
TENNANT,800,2019,SWEEPER,800-8745,1909082,"$86,091.00 ",7/8/19,BARUCH,MS - 129451
TENNANT,800,2019,SWEEPER,800-8746,1909082,"$86,091.00 ",7/8/19,WAGNER,MS - 129452
TENNANT,800,2019,SWEEPER,800-8748,1909082,"$86,091.00 ",7/24/19,SOUNDVIEW,MS - 129457
TENNANT,800,2019,SWEEPER,800-8749,1909082,"$86,091.00 ",7/23/19,KINGSBOROUGH,MS - 129454
TENNANT,800,2019,SWEEPER,800-8750,1909082,"$86,091.00 ",7/23/19,DOUGLASS,MS - 129456
BOBCAT,5600,2015,TOOLCAT,AHG812933,1526896,"$58,639.91 ",11/18/15,WOODSIDE,EQ-022980
BOBCAT,5600,2015,TOOLCAT,AHG812934,1526896,"$58,639.91 ",11/18/15,BOULEVARD,EQ-022987
BOBCAT,5600,2015,TOOLCAT,AHG812935,1526896,"$58,639.91 ",11/18/15,MORRISANIA AIR RIGHTS,EQ-022979
BOBCAT,5600,2015,TOOLCAT,AHG812936,1526896,"$58,639.91 ",11/18/15,WAGNER,EQ-022990
BOBCAT,5600,2015,TOOLCAT,AHG812937,1526896,"$58,639.91 ",11/18/15,CASTLE HILL,EQ-022984
BOBCAT,5600,2015,TOOLCAT,AHG812938,1526896,"$58,639.91 ",11/18/15,WHITMAN,EQ-022992
BOBCAT,5600,2015,TOOLCAT,AHG812939,1526896,"$58,639.91 ",11/18/15,MARCY,EQ-022985
BOBCAT,5600,2015,TOOLCAT,AHG812940,1526896,"$58,639.91 ",11/18/15,DOUGLASS,EQ-022983
BOBCAT,5600,2015,TOOLCAT,AHG812941,1526896,"$58,639.91 ",11/18/15,HIGHBRIDGE GARDENS,EQ-022988
BOBCAT,5600,2015,TOOLCAT,AHG812942,1526896,"$58,639.91 ",11/18/15,QUEENSBRIDGE NORTH,EQ-022989
BOBCAT,5600,2015,TOOLCAT,AHG812943,1526896,"$58,639.91 ",11/18/15,LINDEN,EQ-022982
BOBCAT,5600,2015,TOOLCAT,AHG812944,1526896,"$58,639.91 ",11/18/15,FULTON,EQ-022991
BOBCAT,5600,2015,TOOLCAT,AHG812945,1526896,"$58,639.91 ",11/18/15,MITCHEL,EQ-022981
BOBCAT,5600,2015,TOOLCAT,AHG812946,1526896,"$58,639.91 ",11/18/15,ASTORIA,EQ-022986
BOBCAT,5600,2015,TOOLCAT,AHG812947,1526896,"$58,639.91 ",11/18/15,FOREST,EQ-022993
BOBCAT,5600,2017,TOOLCAT,AHG814797,1721939,"$62,574.46 ",10/25/17,CYPRESS HILLS,MA-489773
BOBCAT,5600,2017,TOOLCAT,AHG814805,1721939,"$62,574.46 ",10/25/17,ST. MARY'S,MA-489774
BOBCAT,5600,2017,TOOLCAT,AHG814815,1721939,"$62,574.46 ",10/25/17,SAINT NICHOLAS,MA-489775
BOBCAT,5600,2017,TOOLCAT,AHG814826,1721939,"$62,574.46 ",10/25/17,SOUNDVIEW,MA-489779
BOBCAT,5600,2017,TOOLCAT,AHG814830,1721939,"$62,574.46 ",10/25/17,BUSHWICK,MA-489778
BOBCAT,5600,2018,TOOLCAT,AHG815360,1805582,"$63,628.20 ",5/19/18,POMONOCK,MS-129317
BOBCAT,5600,2018,TOOLCAT,AHG815366,1805582,"$63,628.20 ",5/19/18,BROWNSVILLE,MS-129318
BOBCAT,5600,2018,TOOLCAT,AHG815431,1805582,"$63,628.20 ",5/19/18,BRONX RIVER,MS-129315
BOBCAT,5600,2018,TOOLCAT,AHG815448,1805582,"$63,628.20 ",5/19/18,MARLBORO,MS-129319
BOBCAT,5600,2018,TOOLCAT,AHG815471,1805582,"$63,628.20 ",5/19/18,MONROE,MS-129316
BOBCAT ,5600,2018,TOOLCAT,AHG816290,1825368,"$62,064.55 ",12/20/18,HARLM RIVER,MS-129388
BOBCAT ,5600,2018,TOOLCAT,AHG816291,1825368,"$62,064.55 ",12/21/18,EASTCHESTER,MS-129393
BOBCAT ,5600,2018,TOOLCAT,AHG816292,1825368,"$62,064.55 ",12/20/18,ALBANY,MS-129390
BOBCAT ,5600,2018,TOOLCAT,AHG816293,1825368,"$62,064.55 ",12/26/18,POLO GROUNDS,MS-129395
BOBCAT ,5600,2018,TOOLCAT,AHG816294,1825368,"$62,064.55 ",12/20/18,KING TOWERS,MS-129391
BOBCAT ,5600,2018,TOOLCAT,AHG816295,1825368,"$62,064.55 ",12/20/18,BAYVIEW,MS-129387
BOBCAT ,5600,2018,TOOLCAT,AHG816296,1825368,"$62,064.55 ",12/21/18,SOTOMAYOR,MS-129392
BOBCAT ,5600,2018,TOOLCAT,AHG816297,1825368,"$62,064.55 ",12/26/18,THROGGSNECK,MS-129394
BOBCAT ,5600,2018,TOOLCAT,AHG816298,1825368,"$62,064.55 ",12/26/18,PATTERSON,MS-129397
BOBCAT ,5600,2018,TOOLCAT,AHG816299,1825368,"$62,064.55 ",12/20/18,MELROSE,MS-129389
BOBCAT ,5600,2018,TOOLCAT,AHG816300,1825368,"$62,064.55 ",12/26/18,LAQUARDIA,MS-129396
BOBCAT ,5600,2018,TOOLCAT,AHG816301,1825368,"$62,064.55 ",12/27/18,GOMPERS,MS-129398
TENNANT,800,2019,2019,800-8793,,,,PINK,
TENNANT,800,2019,,800-8796,,,,POLO GROUNDS,
TENNANT,800,2019,,800-8795,,,,HARLEM RIVER,
TENNANT,800,2019,,800-8798,,,,MARLBORO,
TENNANT,800,2019,,800-8802,,,,SHEEPSHEAD / NOSTRAND ,
TENNANT,800,2019,,800-8805,,,,QUEENS BRIDGE SOUTH,
TENNANT,800,2019,,800-8804,,,,RED HOOK WEST,
TENNANT,800,2019,,800-8803,,,,RED HOOK EAST,
TENNANT,800,2019,,800-8807,,,,,
TENNANT,800,2019,,800-8808,,,,CYPRESS,
TENNANT,800,2019,,800-8809,,,,CASTLE HILL,
TENNANT,800,2019,,800-8825,,,,FARRAGUT,
BOBCAT,5600,2019, TOOLCAT,AHG816866,1905188,"$66,682.05 ",5/17/19,RED HOOK EAST ,MS- 129425
BOBCAT ,5600,2019,TOOLCAT,AHG816969,1908288,"$66,682.05 ",6/10/19,PARKSIDE,MS - 129433
BOBCAT ,5600,2019,TOOLCAT,AHG816976,1908288,"$66,682.05 ",6/10/19,RUTGERS,MS - 129432
BOBCAT ,5600,2019,TOOLCAT,AHG816980,1908288,"$66,682.05 ",6/14/19,REDFERN,MS - 129437
BOBCAT ,5600,2019,TOOLCAT,AHG816991,1908288,"$66,682.05 ",6/11/19,WISE TOWERS,MS - 129434
BOBCAT ,5600,2019,TOOLCAT,AHG816997,1908288,"$66,682.05 ",6/11/19,TILDEN,MS - 129435
BOBCAT ,5600,2019,TOOLCAT,AHG817003,1908288,"$66,682.05 ",6/14/19,WEST BRIGHTON,MS - 129436
BOBCAT,S630,2014,SKIDLOADER,AHGL11493,1426456,"$29,730.00 ",9/22/14,HOWARD,EQ-022614
BOBCAT,S630,2014,SKIDLOADER,AHGL11494,1426456,"$29,730.00 ",9/26/14,FULTON,EQ-022649
BOBCAT,S630,2014,SKIDLOADER,AHGL11495,1426456,"$29,730.00 ",9/22/14,BRONX RIVER,EQ-022615
BOBCAT,S630,2014,SKIDLOADER,AHGL11496,1426456,"$29,730.00 ",9/26/14,QUEENSBRIDGE NO.,EQ-022650
BOBCAT,S630,2014,SKIDLOADER,AHGL11497,1426456,"$29,730.00 ",9/26/14,QUEENSBRIDGE SO.,EQ-022651
BOBCAT,S630,2014,SKIDLOADER,AHGL11498,1426456,"$29,730.00 ",9/26/14,MRST,EQ-022675
BOBCAT,S630,2014,SKIDLOADER,AHGL11499,1426456,"$29,730.00 ",9/26/14,WOODSIDE,EQ-022653
BOBCAT,S630,2014,SKIDLOADER,AHGL11500,1426456,"$29,730.00 ",9/26/14,MANHATTANVILLE,EQ-022652
BOBCAT INTL.,S630,2015,SKIDLOADER,AHGL11648,1432399,"$34,108.70 ",12/22/14,CARVER,EQ-022810
BOBCAT INTL.,S630,2015,SKIDLOADER,AHGL11650,1432399,"$34,108.70 ",12/22/14,LINDEN,EQ-022804
BOBCAT INTL.,S630,2015,SKIDLOADER,AHGL11653,1432399,"$34,108.70 ",12/23/14,MORRISANIA,EQ-022812
BOBCAT INTL.,S630,2015,SKIDLOADER,AHGL11654,1432399,"$34,108.70 ",12/30/14,PINK,EQ-022807
BOBCAT INTL.,S630,2015,SKIDLOADER,AHGL11655,1432399,"$34,108.70 ",12/23/14,GOWANUS,EQ-022811
BOBCAT INTL.,S630,2015,SKIDLOADER,AHGL11656,1432399,"$34,108.70 ",12/30/14,PARK ROCK,EQ-022809
BOBCAT INTL.,S630,2015,SKIDLOADER,AHGL11657,1432399,"$34,108.70 ",12/31/14,ST. NICHOLAS,EQ-022805
BOBCAT INTL.,S630,2015,SKIDLOADER,AHGL11658,1432399,"$34,108.70 ",1/6/15,AMSTERDAM,EQ-022813
BOBCAT INTL.,S630,2015,SKIDLOADER,AHGL11660,1432399,"$34,108.70 ",12/29/14,KING TOWERS,EQ-022800
BOBCAT INTL.,S630,2015,SKIDLOADER,AHGL11661,1432399,"$34,108.70 ",12/24/14,MONROE,EQ-022806
BOBCAT INTL.,S630,2015,SKIDLOADER,AHGL11662,1432399,"$34,108.70 ",12/24/14,STAPLETON,EQ-022808
BOBCAT INTL.,S630,2015,SKIDLOADER,AHGL11663,1432399,"$34,108.70 ",12/29/14,VAN DYKE,EQ-022801
BOBCAT INTL.,S630,2015,SKIDLOADER,AHGL11664,1432399,"$34,108.70 ",12/29/14,ALBANY,EQ-022803
BOBCAT INTL.,S630,2015,SKIDLOADER,AHGL11665,1432399,"$34,108.70 ",12/29/14,VLADECK,EQ-022802
BOBCAT,S630,2016,SKIDSTEER,AHGL13217,1626696,"$49,956.00 ",11/16/16,CLAREMONT CONSOLIDATED,MA-489635
BOBCAT,S630,2016,SKIDSTEER,AHGL13218,1626696,"$49,956.00 ",11/15/16,BREUKELEN,MA-489628
BOBCAT,S630,2016,SKIDSTEER,AHGL13220,1626696,"$49,956.00 ",11/16/16,ALBANY,MA-489629
BOBCAT,S630,2016,SKIDSTEER,AHGL13223,1626696,"$49,956.00 ",11/17/16,INGERSOLL,MA-489627
BOBCAT,S630,2016,SKIDSTEER,AHGL13224,1626696,"$49,956.00 ",12/5/16,RED HOOK EAST,MA-489645
BOBCAT,S630,2016,SKIDSTEER,AHGL13225,1626696,"$49,956.00 ",11/23/16,SOUNDVIEW,MA-489634
BOBCAT,S630,2016,SKIDSTEER,AHGL13226,1626696,"$49,956.00 ",11/23/16,SETHLOW,MA-489630
BOBCAT,S630,2016,SKIDSTEER,AHGL13227,1626696,"$49,956.00 ",12/5/16,GOMPERS,MA-489637
BOBCAT,S630,2016,SKIDSTEER,AHGL13228,1626696,"$49,956.00 ",11/14/16,UNION CONSOLIDATED,MA-489631
BOBCAT,S630,2016,SKIDSTEER,AHGL13229,1626696,"$49,956.00 ",11/23/16,WALD,MA-489633
BOBCAT,S630,2016,SKIDSTEER,AHGL13232,1626696,"$49,956.00 ",11/15/16,FARRAGUT,MA-489636
BOBCAT,S630,2016,SKIDSTEER,AHGL13235,1626696,"$49,956.00 ",11/14/16,PELHAM PARKWAY,MA-489632
BOBCAT,S630,2016,SKIDSTEER,AHGL13236,1626696,"$49,956.00 ",12/5/16,RED HOOK WEST,MA-489646
BOBCAT,S630,2016,SKIDSTEER,AHGL13239,1626696,"$49,956.00 ",12/5/16,PINK HOUSES,MA-489647
BOBCAT,S630,2016,SKIDSTEER,AHGL13240,1626696,"$49,956.00 ",12/5/16,MOTT HAVEN,MA-489648
BOBCAT,S630,2017,SKIDSTEER,AHGL13277,1,"$49,956.00 ",1/4/17,STRAUSS,MA-489719
BOBCAT,S630,2018,SKIDSTEER,AHGL13944,1816590,"$51,956.24 ",6/18/18,WEBSTER,MS-129320
BOBCAT ,S630,2018,SKIDSTEER,AHGL14491,1829763,"$47,763.16 ",12/27/18,MARLBORO,MS-129400
BOBCAT ,S630,2018,SKIDSTEER,AHGL14494,1829763,"$47,763.16 ",12/27/18,WAGNER,MS-129399
BOBCAT ,S630,2018,SKIDSTEER,AHGL14498,1829763,"$47,763.16 ",12/31/18,POLO GROUNDS,MS-129402
BOBCAT ,S630,2018,SKIDSTEER,AHGL14499,1829763,"$47,763.16 ",12/27/18,MARINERS HARBOR,MS-129401
BOBCAT ,S630,2018,SKIDSTEER,AHGL14511,1829763,"$47,763.16 ",12/31/18,FLEET (GSD),MS-129403
BOBCAT,S550,2014,SKIDLOADER,AHGM11386,1426456,"$29,730.00 ",9/5/14,SEDGWICK,EQ-022597
BOBCAT,S550,2014,SKIDLOADER,AHGM11387,1426456,"$29,730.00 ",9/5/14,MOTT HAVEN,
BOBCAT,S550,2014,SKIDLOADER,AHGM11388,1426456,"$29,730.00 ",9/5/14,SOUTH JAMAICA,EQ-022600
BOBCAT,S550,2014,SKIDLOADER,AHGM11389,1426456,"$29,730.00 ",9/5/14,HIGHBRIDGE,EQ-022598
BOBCAT,S550,2014,SKIDLOADER,AHGM11390,1426456,"$29,730.00 ",9/5/14,RAVENSWOOD,EQ-022610
BOBCAT,S550,2014,SKIDLOADER,AHGM11391,1426456,"$29,730.00 ",9/26/14,KINGSBOROUGH,EQ-022648
BOBCAT,S550,2014,SKIDLOADER,AHGM11393,1426456,"$29,730.00 ",9/26/14,LOANER,EQ-022654
BOBCAT,S550,2016,SKIDSTEER,AHGM12176,1528290,"$24,872.41 ",12/15/15,GLENWOOD,MA-489329
BOBCAT,S550,2016,SKIDSTEER,AHGM12178,1528290,"$24,872.41 ",12/15/15,TAYLOR WHYTE,MA-489334
BOBCAT,S550,2016,SKIDSTEER,AHGM12180,1528290,"$24,872.41 ",12/15/15,ARMSTRONG ,MA-489333
BOBCAT,S550,2016,SKIDSTEER,AHGM12181,1528290,"$24,872.41 ",12/15/15,POMONOCK,MA-489331
BOBCAT,S550,2016,SKIDSTEER,AHGM12182,1528290,"$24,872.41 ",12/15/15,RAVENSWOOD,MA-489339
BOBCAT,S550,2016,SKIDSTEER,AHGM12183,1528290,"$24,872.41 ",12/15/15,LOANER,MA-489345
BOBCAT,S550,2016,SKIDSTEER,AHGM12184,1528290,"$24,872.41 ",12/15/15,WILLIAMSBURG,MA-489346
BOBCAT,S550,2016,SKIDSTEER,AHGM12185,1528290,"$24,872.41 ",12/15/15,WEST BRIGHTON ,MA-489337
BOBCAT,S550,2016,SKIDSTEER,AHGM12186,1528290,"$24,872.41 ",12/15/15,LANGSTON HUGHES,MA-489336
BOBCAT,S550,2016,SKIDSTEER,AHGM12187,1528290,"$24,872.41 ",12/15/15,ADAMS,MA-489332
BOBCAT,S550,2016,SKIDSTEER,AHGM12189,1528290,"$24,872.41 ",12/15/15,LEHMAN VILLAGE,MA-489328
BOBCAT,S550,2016,SKIDSTEER,AHGM12190,1528290,"$24,872.41 ",12/15/15,WASH - LEX,MA-489335
BOBCAT,S550,2016,SKIDSTEER,AHGM12191,1528290,"$24,872.41 ",12/15/15,RIIS,MA-489330
BOBCAT,S550,2016,SKIDSTEER,AHGM12195,1528290,"$24,872.41 ",12/15/15,ISAACS ,MA-489342
BOBCAT,S550,2016,SKIDSTEER,AHGM12196,1528290,"$24,872.41 ",12/15/15,HAMMEL,MA-489341
BOBCAT,S550,2016,SKIDSTEER,AHGM12197,1528290,"$24,872.41 ",12/15/15,ASTORIA,MA-489340
BOBCAT,S550,2016,SKIDSTEER,AHGM12202,1528290,"$24,872.41 ",12/15/15,BORIQUEN PLAZA,MA-489347
BOBCAT,S550,2016,SKIDSTEER,AHGM12203,1528290,"$24,872.41 ",12/15/15,BARUCH,MA-489338
BOBCAT,S550,2016,SKIDSTEER,AHGM12204,1528290,"$24,872.41 ",12/15/15,BROWNSVILLE,MA-489344
BOBCAT,S550,2016,SKIDSTEER,AHGM12205,1528290,"$24,872.41 ",12/15/15,EDENWALD,MA-489343
BOBCAT,S550,2014,SKIDLOADER,AHMG11387,1426456,"$29,730.00 ",9/5/14,MOTT HAVEN,EQ-022599
BOBCAT,5610,2017,TOOLCAT,B2LH11473,1721939,"$62,224.92 ",10/25/17,GUNHILL,MA-489772
BOBCAT,5610,2017,TOOLCAT,B2LH11478,1721939,"$62,224.92 ",10/25/17,MANHATTANVILLE,MA-489776
BOBCAT,5610,2017,TOOLCAT,B2LH11482,1721939,"$62,224.92 ",10/25/17,WILSON,MA-489777
BOBCAT,S70,2014,SKIDLOADER,B38V11532,1426456,,9/26/14,FRED SAMUELS,
TENNANT,S30,2015,SWEEPER,S30-6859,1501582,"$43,794.83 ",3/2/15,MILLBROOK,EQ-022834
TENNANT,S30,2015,SWEEPER,S30-6860,,"$43,794.83 ",2/18/15,BRONX RIVER,EQ-022835
TENNANT,S30,2015,SWEEPER,S30-6898,1501582,"$43,794.83 ",2/25/15,MOTT HAVEN,EQ-022840
TENNANT,S30,2015,SWEEPER,S30-6901,1501582,"$43,794.83 ",2/25/15,MITCHEL,EQ-022839
TENNANT,S30,2015,SWEEPER,S30-6904,1501582,"$43,794.83 ",4/29/15,HAMMEL,EQ-022903
TENNANT,S30,2015,SWEEPER,S30-6904,1436158,"$43,793.48 ",4/23/15,HAMMEL,EQ-022903
TENNANT,S30,2015,SWEEPER,S30-6906,1501582,"$43,794.83 ",3/2/15,HOWARD,EQ-022847
TENNANT,S30,2015,SWEEPER,S30-6909,1501582,"$43,794.83 ",3/2/15,WOODSON,EQ-022848
TENNANT,S30,2015,SWEEPER,S30-6913,1501582,"$43,794.83 ",3/2/15,WAGNER,EQ-022846
TENNANT,S30,2015,SWEEPER,S30-6916,1501582,"$43,794.83 ",3/2/15,TILDEN,EQ-022845
Make,Model,Year,Type,Serial #,PO #, Purchase $ ,Del. Date,Assignment,Tag # 
JOHN DEERE,317,2012,SKIDLOADER,T00317A178281,N/A, N/A ,2/21/19,THROGGS NECK,N/A
,,,,,,,,,
,,,,,,,,,
BOBCAT ,5600,2019,,AHG817558,,,,CLINTON,
BOBCAT ,5600,2019,,AHG817565,,,,DYCKMAN,
BOBCAT ,5600,2019,,AHG817560,,,,OCEANHILL,
BOBCAT ,5600,2019,,AHG817557,,,,BERRY,
BOBCAT ,5600,2019,,AHG817555,,,,JOHNSON,
BOBCAT ,5600,2019,,AHG817561,,,,MOTT HAVEN,
BOBCAT ,5600,2019,,AHG817694,,,,GOWANUS,
BOBCAT ,5600,2019,,AHG817564,,,,RANGEL,
BOBCAT ,5600,2019,,AHG817723,,,,GRANT,
BOBCAT ,5600,2019,,AHG817562,,,,RIIS,
BOBCAT ,5600,2019,,AHG817756,,,,WOODSON,
BOBCAT ,5600,2019,,AHG817563,,,,PARK ROCK,
BOBCAT ,5600,2019,,AHG817701,,,,ADAMS,
BOBCAT ,5600,2019,,AHG817717,,,,BREVOORT,
BOBCAT ,5600,2019,,AHG817556,,,,EAST RIVER,
BOBCAT ,5600,2019,,AHG817559,,,,SUMNER,
BOBCAT ,5600,2019,,AHG817707,,,,ROOSEVELT,
BOBCAT ,5600,2019,,AHG817763,,,,BREUKELEN,
BOBCAT ,5600,2019,,AHG817747,,,,UNION CONSOLIDATED,
BOBCAT ,5600,2019,,AHG817755,,,,RAVENSWOOD,
BOBCAT ,5600,2019,,AHG817761,,,,SACKWERN,
BOBCAT ,5600,2019,,AHG817691,,,,BAISLEY,
BOBCAT ,5600,2019,,AHG817708,,,,WALD,
BOBCAT ,5600,2019,,AHG817728,,,,JACKIE ROBINSON,
BOBCAT ,5600,2019,,AHG817693,,,,VLADECK,
BOBCAT ,5600,2019,,AHG817749,,,,BARUCH,
BOBCAT ,5600,2019,,AHG817716,,,,LANGSTON HUGHES,
BOBCAT ,5600,2019,,AHG817742,,,,BEACH 41ST,
BOBCAT ,5600,2019,,AHG817552,,,,TODT HILL,
BOBCAT ,5600,2019,,AHG817700,,,,LEHMAN VILLAGE,
BOBCAT ,5600,2019,,AHG817754,,,,VAN DYKE,
BOBCAT ,5600,2019,,AHG817714,,,,SOUTH JAMAICA,
BOBCAT ,5600,2019,,AHG817774,,,,UNITY,
BOBCAT ,5600,2019,,AHG817722,,,,GLENWOOD,
BOBCAT ,5600,2019,,AHG817740,,,,LAFAYETTE GARDENS ,
BOBCAT ,5600,2019,,AHG817775,,,,INGERSOLL,
BOBCAT ,5600,2019,,AHG817757,,,,LINCOLN,
BOBCAT ,5600,2019,,AHG817746,,,,SETH LOW,
BOBCAT ,5600,2019,,AHG817769,,,,FARRAGUT,
BOBCAT ,5600,2019,,AHG817762,,,,ELLIOTT / CHELSEA,
BOBCAT ,5600,2019,,AHG817773,,,,SHEEPSHEAD / NOSTRAND,
BOBCAT ,5600,2019,,AHG817735,,,,SEDGWICK,
BOBCAT ,5600,2019,,AHG817767,,,,MILLBROOK,
BOBCAT ,5600,2019,,AHG817768,,,,TAFT,
BOBCAT ,5610,2019,,B2LH11720,,,,PATTERSON,
BOBCAT ,5610,2019,,B2LH11782,,,,HAMMEL,
BOBCAT ,5610,2019,,BRLH11779,,,,SURFSIDE / CONEY ISLAND,
BOBCAT ,5610,2019,,B2LH11780,,,,BOSTON SECOR,
BOBCAT ,5610,2019,,B2LH11777,,,,DREW HAMILTON,
BOBCAT ,5610,2019,,B2LH11783,,,,THROGGSNECK,
BOBCAT ,5610,2019,,B2LH11784,,,,PINK,
BOBCAT ,5610,2019,,B2LH11778,,,,MAHATTANVILLE,
BOBCAT ,5610,2019,,B2LH11781,,,,SMITH,
BOBCAT ,5610,2019,,B2LH11787,,,,CLAREMONT CONSOLIDATED,
JOHN DEERE,Z930R,2019,,1TC930RFEKT070035,,,,RAVENSWOOD,
JOHN DEERE,Z930R,2019,,1TC930RFLKT070081,,,,POMONOK,
JOHN DEERE,Z930R,2019,,1TC930RFJKT070043,,,,POMONOK,
JOHN DEERE,Z930R,2019,,1TC930RFCKT070019,,,,ELLIOTT / CHELSEA,
JOHN DEERE,Z930R,2019,,1TC930RFJKT070074,,,,MORRIS,
JOHN DEERE,Z930R,2019,,1TC930RFTKT070037,,,,PELHAM PARKWAY,
JOHN DEERE,Z930R,2019,,1TC930RFVKT070045,,,,RIIS,
JOHN DEERE,Z930R,2019,,1TC930RFEKT070052,,,,THROGGSNECK,
JOHN DEERE,Z930R,2019,,1TC930RFHKT070082,,,,THROGGSNECK,
JOHN DEERE,Z930R,2019,,1TC930RFAKT070080,,,,FOREST,
JOHN DEERE,Z930R,2019,,1TC930RFEKT070049,,,,EDENWALD,
JOHN DEERE,Z930R,2019,,1TC930RFTKT070068,,,,EDENWALD,
JOHN DEERE,Z930R,2019,,1TC930RFCKT070075,,,,SOUNDVIEW,
JOHN DEERE,Z930R,2019,,1TC930RFTKT070040,,,,SOTOMAYOR,
JOHN DEERE,Z930R,2019,,1TC930RFKKT070073,,,,BREVOORT,
JOHN DEERE,Z930R,2019,,1TC930RFCKT070067,,,,BREVOORT,
JOHN DEERE,Z930R,2019,,1TC930RFEKT070066,,,,ROOSEVELT,
JOHN DEERE,Z930R,2019,,1TC930RFJKT070060,,,,LAFAYETTE,
JOHN DEERE,Z930R,2019,,1TC930RFCKT070036,,,,ISAACS,
JOHN DEERE,Z930R,2019,,1TC930RFKKT070042,,,,KING TOWERS,
JOHN DEERE,Z930R,2019,,1TC930RFLKT070078,,,,CASTLE HILL,
JOHN DEERE,Z930R,2019,,1TC930RFHKT070051,,,,RED HOOK WEST ,
JOHN DEERE,Z930R,2019,,1TC930RFHKT070079,,,,KINGSBOROUGH,
JOHN DEERE,Z930R,2019,,1TC930RFTKT070054,,,,SUMNER,
JOHN DEERE,Z930R,2019,,1TC930RFCKT070053,,,,LINCOLN,
JOHN DEERE,Z930R,2019,,1TC930RFCKT070044,,,,JOHNSON,
JOHN DEERE,Z930R,2019,,1TC930RFTKT070071,,,,MARBLE HILL,
JOHN DEERE,Z930R,2019,,1TC930RFEKT070083,,,,TOMPKINS,
JOHN DEERE,Z930R,2019,,1TC930RFPKT070038,,,,MANHATTANVILLE,
TENNANT,S30,2019,,9762,,,,VLADECK,
TENNANT,S30,2019,,9768,,,,RANGEL,
TENNANT,S30,2019,,9769,,,,WALD,
TENNANT,S30,2019,,9793,,,,STUYVESANT,
TENNANT,S30,2019,,9794,,,,MELROSE,
TENNANT,S30,2019,,9797,,,,ST. MARY'S,
TENNANT,S30,2019,,9803,,,,LES 2,
TENNANT,S30,2019,,9785,,,,BARUCH,
TENNANT,S30,2019,,9777,,,,UNITY,
TENNANT,S30,2019,,9798,,,,PARK ROCK,
TENNANT,S30,2019,,9806,,,,BROWNSVILLE,
TENNANT,S30,2019,,9816,,,,BERRY,
TENNANT,S30,2019,,9819,,,,MARINERS HARBOR,
TENNANT,S30,2019,,9820,,,,RICHMOND TERRACE,
TENNANT,S30,2019,,9833,,,,SOUTH BEACH,
TENNANT,S30,2019,,9807,,,,MARBLE HILL,
TENNANT,S30,2019,,9838,,,,POMONOCK,
TENNANT,S30,2019,,9849,,,,REDFERN,
TENNANT,S30,2019,,9842,,,,RIIS,
TENNANT,S30,2019,,9853,,,,CLINTON,
TENNANT,S30,2019,,9857,,,,EAST RIVER,
TENNANT,S30,2019,,9861,,,,JACKIE ROBINSON,
TENNANT,S30,2019,,9865,,,,LINCON,
TENNANT,S30,2019,,9869,,,,SOUTH JAMAICA,
TENNANT,S30,2019,,9877,,,,BEACH 41ST,
TENNANT,S30,2019,,9906,,,,LANGSTON HUGHES,
TENNANT,S30,2019,,9875,,,,WEST BRIGHTON,
TENNANT,S30,2019,,9881,,,,MONROE,
TENNANT,S30,2019,,9891,,,,LAQUARDIA,
TENNANT,S30,2019,,9900,,,,GOMPERS,
TENNANT,S30,2019,,9902,,,,JOHNSON,
TENNANT,S30,2019,,9899,,,,TAFT,
TENNANT,S30,2019,,9894,,,,GUNHILL,
TENNANT,S30,2019,,9896,,,,CARVER,
TENNANT,S30,2019,,9910,,,,BUTLER,
TENNANT,S30,2019,,9913,,,,ISAACS,
TENNANT,S30,2019,,9917,,,,LEHMAN ,
TENNANT,S30,2019,,9919,,,,LINDEN,
TENNANT,S30,2019,,9921,,,,VAN DYKE,
TENNANT,S30,2019,,9929,,,,UNION CONSOLIDATED,
TENNANT,S30,2019,,9932,,,,MORRIS,
TENNANT,S30,2019,,9935,,,,GRANT,
TENNANT,S30,2019,,9940,,,,STAPLETON,
TENNANT,S30,2019,,9924,,,,MURPHY CONSOLIDATED,
TENNANT,S30,2019,,9951,,,,TBD,
TENNANT,S30,2019,,9937,,,,TBD,
