,CONS,ROLE,ACTUAL,BUDGETED,CONS_TDS,CONS_NAME,TITLE_NAME,CODE_KEY,CODE_NAME
978,OPMOM - Trades,PLUMBERS HELPER,7,7,,NO NAME FOUND,,,
979,OPMOM - Trades,PRIN ADM ASO,0,1,,NO NAME FOUND,,,
980,OPMOM - Trades,RES BLDG SUPT,3,3,,NO NAME FOUND,RES BLDG SUPT,5.0,SUPER
981,OPMOM - Trades,ROOFER,2,2,,NO NAME FOUND,,,
982,OPMOM - Trades,SECY,7,8,,NO NAME FOUND,SECY,3.0,SEC
983,OPMOM - Trades,SUPV BRICKLAYER,1,1,,NO NAME FOUND,,,
984,OPMOM - Trades,SUPV CARPENTER,2,2,,NO NAME FOUND,,,
985,OPMOM - Trades,SUPV ELECTRCN,1,1,,NO NAME FOUND,,,
986,OPMOM - Trades,SUPV PAINTER,4,0,,NO NAME FOUND,,,
987,OPMOM - Trades,SUPV PLASTERER,3,3,,NO NAME FOUND,,,
988,OPMOM - Trades,SUPV PLUMBER,1,1,,NO NAME FOUND,,,
989,Ocean Hill Consolidated,AST RES BLDG SP,1,1,162,OCEAN HILL CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
990,Ocean Hill Consolidated,CARETAKER HA,12,9,162,OCEAN HILL CONSOLIDATED,CARETAKER HA,10.0,CTJ
991,Ocean Hill Consolidated,CARETAKER HA_X,4,5,162,OCEAN HILL CONSOLIDATED,CARETAKER HA_X,12.0,CTX
992,Ocean Hill Consolidated,HSG AST,2,2,162,OCEAN HILL CONSOLIDATED,HSG AST,4.0,HA
993,Ocean Hill Consolidated,HSG MGR,1,1,162,OCEAN HILL CONSOLIDATED,HSG MGR,1.0,PM
994,Ocean Hill Consolidated,MAINT WORKER,2,2,162,OCEAN HILL CONSOLIDATED,MAINT WORKER,9.0,MW
995,Ocean Hill Consolidated,RES BLDG SUPT,1,1,162,OCEAN HILL CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
996,Ocean Hill Consolidated,SECY,1,2,162,OCEAN HILL CONSOLIDATED,SECY,3.0,SEC
997,Ocean Hill Consolidated,SUPV HSG CRTKR,1,1,162,OCEAN HILL CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
998,Ocean Hill Consolidated,SUPV HSG GDKPR,1,1,162,OCEAN HILL CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
999,Park Rock Consolidated,AST HSG MGR,1,1,351,PARK ROCK CONSOLIDATED,AST HSG MGR,2.0,APM
1000,Park Rock Consolidated,AST RES BLDG SP,2,2,351,PARK ROCK CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1001,Park Rock Consolidated,CARETAKER HA,14,14,351,PARK ROCK CONSOLIDATED,CARETAKER HA,10.0,CTJ
1002,Park Rock Consolidated,CARETAKER HA_G,1,1,351,PARK ROCK CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1003,Park Rock Consolidated,CARETAKER HA_X,3,3,351,PARK ROCK CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1004,Park Rock Consolidated,CHIEF CARETAKER,1,2,351,PARK ROCK CONSOLIDATED,CHIEF CARETAKER,12.0,CTX
1005,Park Rock Consolidated,HSG AST,2,2,351,PARK ROCK CONSOLIDATED,HSG AST,4.0,HA
1006,Park Rock Consolidated,HSG MGR,1,1,351,PARK ROCK CONSOLIDATED,HSG MGR,1.0,PM
1007,Park Rock Consolidated,MAINT WORKER,5,5,351,PARK ROCK CONSOLIDATED,MAINT WORKER,9.0,MW
1008,Park Rock Consolidated,RES BLDG SUPT,1,1,351,PARK ROCK CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1009,Park Rock Consolidated,SECY,1,2,351,PARK ROCK CONSOLIDATED,SECY,3.0,SEC
1010,Park Rock Consolidated,SUPV HSG CRTKR,0,1,351,PARK ROCK CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1011,Park Rock Consolidated,SUPV HSG GDKPR,1,1,351,PARK ROCK CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1012,Parkside,AST RES BLDG SP,1,1,047,PARKSIDE,AST RES BLDG SP,6.0,ASUPER
1013,Parkside,CARETAKER HA,10,10,047,PARKSIDE,CARETAKER HA,10.0,CTJ
1014,Parkside,CARETAKER HA_G,1,1,047,PARKSIDE,CARETAKER HA_G,13.0,CTG
1015,Parkside,CARETAKER HA_X,5,5,047,PARKSIDE,CARETAKER HA_X,12.0,CTX
1016,Parkside,CITY ATTENDANT,1,1,047,PARKSIDE,CITY ATTENDANT,3.0,SEC
1017,Parkside,HSG AST,2,2,047,PARKSIDE,HSG AST,4.0,HA
1018,Parkside,HSG MGR,1,1,047,PARKSIDE,HSG MGR,1.0,PM
1019,Parkside,MAINT WORKER,4,4,047,PARKSIDE,MAINT WORKER,9.0,MW
1020,Parkside,RES BLDG SUPT,1,1,047,PARKSIDE,RES BLDG SUPT,5.0,SUPER
1021,Parkside,SECY,1,1,047,PARKSIDE,SECY,3.0,SEC
1022,Parkside,SUPV HSG CRTKR,1,1,047,PARKSIDE,SUPV HSG CRTKR,7.0,SOC
1023,Parkside,SUPV HSG GDKPR,1,1,047,PARKSIDE,SUPV HSG GDKPR,8.0,SOG
1024,Patterson,AST HSG MGR,1,2,024,PATTERSON,AST HSG MGR,2.0,APM
1025,Patterson,AST RES BLDG SP,2,2,024,PATTERSON,AST RES BLDG SP,6.0,ASUPER
1026,Patterson,CARETAKER HA,25,27,024,PATTERSON,CARETAKER HA,10.0,CTJ
1027,Patterson,CARETAKER HA_G,1,1,024,PATTERSON,CARETAKER HA_G,13.0,CTG
1028,Patterson,CARETAKER HA_X,2,3,024,PATTERSON,CARETAKER HA_X,12.0,CTX
1029,Patterson,HSG AST,4,4,024,PATTERSON,HSG AST,4.0,HA
1030,Patterson,HSG MGR,1,1,024,PATTERSON,HSG MGR,1.0,PM
1031,Patterson,MAINT WORKER,6,8,024,PATTERSON,MAINT WORKER,9.0,MW
1032,Patterson,RES BLDG SUPT,1,1,024,PATTERSON,RES BLDG SUPT,5.0,SUPER
1033,Patterson,SECY,2,2,024,PATTERSON,SECY,3.0,SEC
1034,Patterson,SUPV HSG CRTKR,2,2,024,PATTERSON,SUPV HSG CRTKR,7.0,SOC
1035,Patterson,SUPV HSG GDKPR,1,1,024,PATTERSON,SUPV HSG GDKPR,8.0,SOG
1036,Pelham Parkway Consolidated,AST HSG MGR,1,1,039,PELHAM PARKWAY CONSOLIDATED,AST HSG MGR,2.0,APM
1037,Pelham Parkway Consolidated,AST RES BLDG SP,2,2,039,PELHAM PARKWAY CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1038,Pelham Parkway Consolidated,CARETAKER HA,20,19,039,PELHAM PARKWAY CONSOLIDATED,CARETAKER HA,10.0,CTJ
1039,Pelham Parkway Consolidated,CARETAKER HA_G,4,2,039,PELHAM PARKWAY CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1040,Pelham Parkway Consolidated,CARETAKER HA_X,6,6,039,PELHAM PARKWAY CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1041,Pelham Parkway Consolidated,CHIEF CARETAKER,0,1,039,PELHAM PARKWAY CONSOLIDATED,CHIEF CARETAKER,12.0,CTX
1042,Pelham Parkway Consolidated,HSG AST,4,4,039,PELHAM PARKWAY CONSOLIDATED,HSG AST,4.0,HA
1043,Pelham Parkway Consolidated,HSG MGR,1,1,039,PELHAM PARKWAY CONSOLIDATED,HSG MGR,1.0,PM
1044,Pelham Parkway Consolidated,MAINT WORKER,5,6,039,PELHAM PARKWAY CONSOLIDATED,MAINT WORKER,9.0,MW
1045,Pelham Parkway Consolidated,RES BLDG SUPT,1,1,039,PELHAM PARKWAY CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1046,Pelham Parkway Consolidated,SECY,1,2,039,PELHAM PARKWAY CONSOLIDATED,SECY,3.0,SEC
1047,Pelham Parkway Consolidated,SUPV HSG CRTKR,2,2,039,PELHAM PARKWAY CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1048,Pelham Parkway Consolidated,SUPV HSG GDKPR,1,1,039,PELHAM PARKWAY CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1049,Pennsylvania Ave - Wortman Ave Consolidated,AST RES BLDG SP,1,1,194,PENNSYLVANIA AVENUE-WORTMAN AVENUE CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1050,Pennsylvania Ave - Wortman Ave Consolidated,CARETAKER HA,10,8,194,PENNSYLVANIA AVENUE-WORTMAN AVENUE CONSOLIDATED,CARETAKER HA,10.0,CTJ
1051,Pennsylvania Ave - Wortman Ave Consolidated,CARETAKER HA_G,2,1,194,PENNSYLVANIA AVENUE-WORTMAN AVENUE CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1052,Pennsylvania Ave - Wortman Ave Consolidated,CARETAKER HA_X,5,4,194,PENNSYLVANIA AVENUE-WORTMAN AVENUE CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1053,Pennsylvania Ave - Wortman Ave Consolidated,HSG AST,2,2,194,PENNSYLVANIA AVENUE-WORTMAN AVENUE CONSOLIDATED,HSG AST,4.0,HA
1054,Pennsylvania Ave - Wortman Ave Consolidated,HSG MGR,1,1,194,PENNSYLVANIA AVENUE-WORTMAN AVENUE CONSOLIDATED,HSG MGR,1.0,PM
1055,Pennsylvania Ave - Wortman Ave Consolidated,MAINT WORKER,3,3,194,PENNSYLVANIA AVENUE-WORTMAN AVENUE CONSOLIDATED,MAINT WORKER,9.0,MW
1056,Pennsylvania Ave - Wortman Ave Consolidated,RES BLDG SUPT,1,1,194,PENNSYLVANIA AVENUE-WORTMAN AVENUE CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1057,Pennsylvania Ave - Wortman Ave Consolidated,SECY,2,2,194,PENNSYLVANIA AVENUE-WORTMAN AVENUE CONSOLIDATED,SECY,3.0,SEC
1058,Pennsylvania Ave - Wortman Ave Consolidated,SUPV HSG CRTKR,1,1,194,PENNSYLVANIA AVENUE-WORTMAN AVENUE CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1059,Pennsylvania Ave - Wortman Ave Consolidated,SUPV HSG GDKPR,1,1,194,PENNSYLVANIA AVENUE-WORTMAN AVENUE CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1060,Pink,AST HSG MGR,1,1,089,PINK,AST HSG MGR,2.0,APM
1061,Pink,AST RES BLDG SP,2,2,089,PINK,AST RES BLDG SP,6.0,ASUPER
1062,Pink,CARETAKER HA,21,22,089,PINK,CARETAKER HA,10.0,CTJ
1063,Pink,CARETAKER HA_G,2,2,089,PINK,CARETAKER HA_G,13.0,CTG
1064,Pink,CARETAKER HA_X,4,4,089,PINK,CARETAKER HA_X,12.0,CTX
1065,Pink,CLERICAL ASO,1,0,089,PINK,CLERICAL ASO,3.0,SEC
1066,Pink,HSG AST,4,4,089,PINK,HSG AST,4.0,HA
1067,Pink,HSG MGR,1,1,089,PINK,HSG MGR,1.0,PM
1068,Pink,MAINT WORKER,6,6,089,PINK,MAINT WORKER,9.0,MW
1069,Pink,RES BLDG SUPT,1,1,089,PINK,RES BLDG SUPT,5.0,SUPER
1070,Pink,SECY,1,2,089,PINK,SECY,3.0,SEC
1071,Pink,SUPV HSG CRTKR,1,1,089,PINK,SUPV HSG CRTKR,7.0,SOC
1072,Pink,SUPV HSG GDKPR,1,1,089,PINK,SUPV HSG GDKPR,8.0,SOG
1073,Polo Grounds Tower,ADM MGR-NM,1,0,149,POLO GROUNDS TOWERS,ADM MGR-NM,1.0,PM
1074,Polo Grounds Tower,AST HSG MGR,1,1,149,POLO GROUNDS TOWERS,AST HSG MGR,2.0,APM
1075,Polo Grounds Tower,AST RES BLDG SP,2,2,149,POLO GROUNDS TOWERS,AST RES BLDG SP,6.0,ASUPER
1076,Polo Grounds Tower,CARETAKER HA,21,22,149,POLO GROUNDS TOWERS,CARETAKER HA,10.0,CTJ
1077,Polo Grounds Tower,CARETAKER HA_G,1,1,149,POLO GROUNDS TOWERS,CARETAKER HA_G,13.0,CTG
1078,Polo Grounds Tower,CARETAKER HA_X,7,5,149,POLO GROUNDS TOWERS,CARETAKER HA_X,12.0,CTX
1079,Polo Grounds Tower,CLERICAL ASO,1,2,149,POLO GROUNDS TOWERS,CLERICAL ASO,3.0,SEC
1080,Polo Grounds Tower,HSG AST,4,4,149,POLO GROUNDS TOWERS,HSG AST,4.0,HA
1081,Polo Grounds Tower,HSG MGR,0,1,149,POLO GROUNDS TOWERS,HSG MGR,1.0,PM
1082,Polo Grounds Tower,MAINT WORKER,7,7,149,POLO GROUNDS TOWERS,MAINT WORKER,9.0,MW
1083,Polo Grounds Tower,RES BLDG SUPT,1,1,149,POLO GROUNDS TOWERS,RES BLDG SUPT,5.0,SUPER
1084,Polo Grounds Tower,SUPV HSG CRTKR,3,2,149,POLO GROUNDS TOWERS,SUPV HSG CRTKR,7.0,SOC
1085,Polo Grounds Tower,SUPV HSG GDKPR,1,1,149,POLO GROUNDS TOWERS,SUPV HSG GDKPR,8.0,SOG
1086,Pomonok,AST HSG MGR,2,2,053,POMONOK,AST HSG MGR,2.0,APM
1087,Pomonok,AST RES BLDG SP,2,2,053,POMONOK,AST RES BLDG SP,6.0,ASUPER
1088,Pomonok,CARETAKER HA,27,28,053,POMONOK,CARETAKER HA,10.0,CTJ
1089,Pomonok,CARETAKER HA_G,4,4,053,POMONOK,CARETAKER HA_G,13.0,CTG
1090,Pomonok,CARETAKER HA_X,5,5,053,POMONOK,CARETAKER HA_X,12.0,CTX
1091,Pomonok,HSG AST,5,5,053,POMONOK,HSG AST,4.0,HA
1092,Pomonok,HSG MGR,1,1,053,POMONOK,HSG MGR,1.0,PM
1093,Pomonok,MAINT WORKER,9,9,053,POMONOK,MAINT WORKER,9.0,MW
1094,Pomonok,RES BLDG SUPT,1,1,053,POMONOK,RES BLDG SUPT,5.0,SUPER
1095,Pomonok,SECY,3,3,053,POMONOK,SECY,3.0,SEC
1096,Pomonok,SUPV HSG CRTKR,2,2,053,POMONOK,SUPV HSG CRTKR,7.0,SOC
1097,Pomonok,SUPV HSG GDKPR,2,1,053,POMONOK,SUPV HSG GDKPR,8.0,SOG
1098,Queens Borough Office,ADM HSG SUPT,4,5,,NO NAME FOUND,,,
1099,Queens Borough Office,ADM MANAGER,0,1,,NO NAME FOUND,,,
1100,Queens Borough Office,ADM MGR-NM,1,0,,NO NAME FOUND,ADM MGR-NM,1.0,PM
1101,Queens Borough Office,ADM RL PROP MGR,1,1,,NO NAME FOUND,,,
1102,Queens Borough Office,AST HSG MGR,1,1,,NO NAME FOUND,AST HSG MGR,2.0,APM
1103,Queens Borough Office,BRICKLAYER,6,6,,NO NAME FOUND,,,
1104,Queens Borough Office,CARETAKER HA,28,24,,NO NAME FOUND,CARETAKER HA,10.0,CTJ
1105,Queens Borough Office,CARETAKER HA_X,2,1,,NO NAME FOUND,CARETAKER HA_X,12.0,CTX
1106,Queens Borough Office,CARPENTER,25,25,,NO NAME FOUND,,,
1107,Queens Borough Office,CLERICAL ASO,1,1,,NO NAME FOUND,CLERICAL ASO,3.0,SEC
1108,Queens Borough Office,ELECTRCN HELPER,4,3,,NO NAME FOUND,,,
1109,Queens Borough Office,ELECTRICIAN,5,4,,NO NAME FOUND,,,
1110,Queens Borough Office,GLAZIER,2,2,,NO NAME FOUND,,,
1111,Queens Borough Office,HSG AST,2,1,,NO NAME FOUND,HSG AST,4.0,HA
1112,Queens Borough Office,HSG EXTRMNTR,12,12,,NO NAME FOUND,,,
1113,Queens Borough Office,HSNG EXTR AL2&3,1,1,,NO NAME FOUND,,,
1114,Queens Borough Office,MAINT WORKER,1,0,,NO NAME FOUND,MAINT WORKER,9.0,MW
1115,Queens Borough Office,MASONS HELPER,7,6,,NO NAME FOUND,,,
1116,Queens Borough Office,PAINTER,17,0,,NO NAME FOUND,,,
1117,Queens Borough Office,PLASTERER,25,23,,NO NAME FOUND,,,
1118,Queens Borough Office,PLUMBER,8,8,,NO NAME FOUND,,,
1119,Queens Borough Office,PLUMBERS HELPER,7,6,,NO NAME FOUND,,,
1120,Queens Borough Office,PRIN ADM ASO,1,1,,NO NAME FOUND,,,
1121,Queens Borough Office,RES BLDG SUPT,2,2,,NO NAME FOUND,RES BLDG SUPT,5.0,SUPER
1122,Queens Borough Office,ROOFER,1,2,,NO NAME FOUND,,,
1123,Queens Borough Office,SECY,4,5,,NO NAME FOUND,SECY,3.0,SEC
1124,Queens Borough Office,SUPV BRICKLAYER,1,1,,NO NAME FOUND,,,
1125,Queens Borough Office,SUPV CARPENTER,1,1,,NO NAME FOUND,,,
1126,Queens Borough Office,SUPV ELECTRCN,1,1,,NO NAME FOUND,,,
1127,Queens Borough Office,SUPV PAINTER,5,0,,NO NAME FOUND,,,
1128,Queens Borough Office,SUPV PLASTERER,3,3,,NO NAME FOUND,,,
1129,Queens Borough Office,SUPV PLUMBER,1,1,,NO NAME FOUND,,,
1130,Queens Borough Office,SUPV ROOFER,1,1,,NO NAME FOUND,,,
1131,Queensbridge North,AST HSG MGR,1,1,505,QUEENSBRIDGE NORTH,AST HSG MGR,2.0,APM
1132,Queensbridge North,AST RES BLDG SP,2,2,505,QUEENSBRIDGE NORTH,AST RES BLDG SP,6.0,ASUPER
1133,Queensbridge North,CARETAKER HA,21,23,505,QUEENSBRIDGE NORTH,CARETAKER HA,10.0,CTJ
1134,Queensbridge North,CARETAKER HA_G,1,1,505,QUEENSBRIDGE NORTH,CARETAKER HA_G,13.0,CTG
1135,Queensbridge North,CARETAKER HA_X,4,4,505,QUEENSBRIDGE NORTH,CARETAKER HA_X,12.0,CTX
1136,Queensbridge North,CLERICAL ASO,1,1,505,QUEENSBRIDGE NORTH,CLERICAL ASO,3.0,SEC
1137,Queensbridge North,HSG AST,4,4,505,QUEENSBRIDGE NORTH,HSG AST,4.0,HA
1138,Queensbridge North,HSG MGR,2,1,505,QUEENSBRIDGE NORTH,HSG MGR,1.0,PM
1139,Queensbridge North,MAINT WORKER,5,7,505,QUEENSBRIDGE NORTH,MAINT WORKER,9.0,MW
1140,Queensbridge North,RES BLDG SUPT,0,1,505,QUEENSBRIDGE NORTH,RES BLDG SUPT,5.0,SUPER
1141,Queensbridge North,SECY,1,1,505,QUEENSBRIDGE NORTH,SECY,3.0,SEC
1142,Queensbridge North,SUPV HSG CRTKR,1,1,505,QUEENSBRIDGE NORTH,SUPV HSG CRTKR,7.0,SOC
1143,Queensbridge North,SUPV HSG GDKPR,1,1,505,QUEENSBRIDGE NORTH,SUPV HSG GDKPR,8.0,SOG
1144,Queensbridge South,AST HSG MGR,1,1,005,QUEENSBRIDGE SOUTH,AST HSG MGR,2.0,APM
1145,Queensbridge South,AST RES BLDG SP,2,2,005,QUEENSBRIDGE SOUTH,AST RES BLDG SP,6.0,ASUPER
1146,Queensbridge South,CARETAKER HA,21,23,005,QUEENSBRIDGE SOUTH,CARETAKER HA,10.0,CTJ
1147,Queensbridge South,CARETAKER HA_G,1,2,005,QUEENSBRIDGE SOUTH,CARETAKER HA_G,13.0,CTG
1148,Queensbridge South,CARETAKER HA_X,5,5,005,QUEENSBRIDGE SOUTH,CARETAKER HA_X,12.0,CTX
1149,Queensbridge South,HSG AST,3,4,005,QUEENSBRIDGE SOUTH,HSG AST,4.0,HA
1150,Queensbridge South,HSG MGR,1,1,005,QUEENSBRIDGE SOUTH,HSG MGR,1.0,PM
1151,Queensbridge South,MAINT WORKER,7,7,005,QUEENSBRIDGE SOUTH,MAINT WORKER,9.0,MW
1152,Queensbridge South,RES BLDG SUPT,1,1,005,QUEENSBRIDGE SOUTH,RES BLDG SUPT,5.0,SUPER
1153,Queensbridge South,SECY,2,2,005,QUEENSBRIDGE SOUTH,SECY,3.0,SEC
1154,Queensbridge South,SUPV HSG CRTKR,1,2,005,QUEENSBRIDGE SOUTH,SUPV HSG CRTKR,7.0,SOC
1155,Queensbridge South,SUPV HSG GDKPR,1,1,005,QUEENSBRIDGE SOUTH,SUPV HSG GDKPR,8.0,SOG
1156,Rangel,AST HSG MGR,1,1,037,RANGEL,AST HSG MGR,2.0,APM
1157,Rangel,AST RES BLDG SP,1,1,037,RANGEL,AST RES BLDG SP,6.0,ASUPER
1158,Rangel,CARETAKER HA,11,11,037,RANGEL,CARETAKER HA,10.0,CTJ
1159,Rangel,CARETAKER HA_G,2,2,037,RANGEL,CARETAKER HA_G,13.0,CTG
1160,Rangel,CARETAKER HA_X,4,5,037,RANGEL,CARETAKER HA_X,12.0,CTX
1161,Rangel,HSG AST,2,2,037,RANGEL,HSG AST,4.0,HA
1162,Rangel,HSG MGR,1,1,037,RANGEL,HSG MGR,1.0,PM
1163,Rangel,MAINT WORKER,3,4,037,RANGEL,MAINT WORKER,9.0,MW
1164,Rangel,RES BLDG SUPT,1,1,037,RANGEL,RES BLDG SUPT,5.0,SUPER
1165,Rangel,SECY,2,2,037,RANGEL,SECY,3.0,SEC
1166,Rangel,SUPV HSG CRTKR,1,1,037,RANGEL,SUPV HSG CRTKR,7.0,SOC
1167,Rangel,SUPV HSG GDKPR,1,1,037,RANGEL,SUPV HSG GDKPR,8.0,SOG
1168,Ravenswood,AST HSG MGR,2,2,048,RAVENSWOOD,AST HSG MGR,2.0,APM
1169,Ravenswood,AST RES BLDG SP,2,2,048,RAVENSWOOD,AST RES BLDG SP,6.0,ASUPER
1170,Ravenswood,CARETAKER HA,30,32,048,RAVENSWOOD,CARETAKER HA,10.0,CTJ
1171,Ravenswood,CARETAKER HA_G,3,2,048,RAVENSWOOD,CARETAKER HA_G,13.0,CTG
1172,Ravenswood,CARETAKER HA_X,6,5,048,RAVENSWOOD,CARETAKER HA_X,12.0,CTX
1173,Ravenswood,HSG AST,5,5,048,RAVENSWOOD,HSG AST,4.0,HA
1174,Ravenswood,HSG MGR,2,1,048,RAVENSWOOD,HSG MGR,1.0,PM
1175,Ravenswood,MAINT WORKER,8,9,048,RAVENSWOOD,MAINT WORKER,9.0,MW
1176,Ravenswood,RES BLDG SUPT,1,1,048,RAVENSWOOD,RES BLDG SUPT,5.0,SUPER
1177,Ravenswood,SECY,3,3,048,RAVENSWOOD,SECY,3.0,SEC
1178,Ravenswood,SUPV HSG CRTKR,2,2,048,RAVENSWOOD,SUPV HSG CRTKR,7.0,SOC
1179,Ravenswood,SUPV HSG GDKPR,1,1,048,RAVENSWOOD,SUPV HSG GDKPR,8.0,SOG
1180,Red Hook East,AST HSG MGR,1,1,004,RED HOOK EAST,AST HSG MGR,2.0,APM
1181,Red Hook East,AST RES BLDG SP,2,2,004,RED HOOK EAST,AST RES BLDG SP,6.0,ASUPER
1182,Red Hook East,CARETAKER HA,18,18,004,RED HOOK EAST,CARETAKER HA,10.0,CTJ
1183,Red Hook East,CARETAKER HA_X,5,6,004,RED HOOK EAST,CARETAKER HA_X,12.0,CTX
1184,Red Hook East,CHIEF CARETAKER,0,1,004,RED HOOK EAST,CHIEF CARETAKER,12.0,CTX
1185,Red Hook East,HSG AST,4,4,004,RED HOOK EAST,HSG AST,4.0,HA
1186,Red Hook East,HSG MGR,1,1,004,RED HOOK EAST,HSG MGR,1.0,PM
1187,Red Hook East,MAINT WORKER,4,6,004,RED HOOK EAST,MAINT WORKER,9.0,MW
1188,Red Hook East,RES BLDG SUPT,1,1,004,RED HOOK EAST,RES BLDG SUPT,5.0,SUPER
1189,Red Hook East,SECY,1,2,004,RED HOOK EAST,SECY,3.0,SEC
1190,Red Hook East,SUPV HSG CRTKR,1,1,004,RED HOOK EAST,SUPV HSG CRTKR,7.0,SOC
1191,Red Hook East,SUPV HSG GDKPR,1,1,004,RED HOOK EAST,SUPV HSG GDKPR,8.0,SOG
1192,Red Hook West,AST HSG MGR,0,1,079,RED HOOK WEST,AST HSG MGR,2.0,APM
1193,Red Hook West,AST RES BLDG SP,2,2,079,RED HOOK WEST,AST RES BLDG SP,6.0,ASUPER
1194,Red Hook West,CARETAKER HA,20,20,079,RED HOOK WEST,CARETAKER HA,10.0,CTJ
1195,Red Hook West,CARETAKER HA_G,1,1,079,RED HOOK WEST,CARETAKER HA_G,13.0,CTG
1196,Red Hook West,CARETAKER HA_X,3,4,079,RED HOOK WEST,CARETAKER HA_X,12.0,CTX
1197,Red Hook West,HSG AST,4,4,079,RED HOOK WEST,HSG AST,4.0,HA
1198,Red Hook West,HSG MGR,1,1,079,RED HOOK WEST,HSG MGR,1.0,PM
1199,Red Hook West,MAINT WORKER,5,6,079,RED HOOK WEST,MAINT WORKER,9.0,MW
1200,Red Hook West,RES BLDG SUPT,1,1,079,RED HOOK WEST,RES BLDG SUPT,5.0,SUPER
1201,Red Hook West,SECY,2,2,079,RED HOOK WEST,SECY,3.0,SEC
1202,Red Hook West,SUPV HSG CRTKR,1,1,079,RED HOOK WEST,SUPV HSG CRTKR,7.0,SOC
1203,Red Hook West,SUPV HSG GDKPR,1,1,079,RED HOOK WEST,SUPV HSG GDKPR,8.0,SOG
1204,Redfern,AST RES BLDG SP,1,1,055,REDFERN,AST RES BLDG SP,6.0,ASUPER
1205,Redfern,CARETAKER HA,9,8,055,REDFERN,CARETAKER HA,10.0,CTJ
1206,Redfern,CARETAKER HA_G,1,2,055,REDFERN,CARETAKER HA_G,13.0,CTG
1207,Redfern,CARETAKER HA_X,2,3,055,REDFERN,CARETAKER HA_X,12.0,CTX
1208,Redfern,HSG AST,2,2,055,REDFERN,HSG AST,4.0,HA
1209,Redfern,HSG MGR,1,1,055,REDFERN,HSG MGR,1.0,PM
1210,Redfern,MAINT WORKER,3,3,055,REDFERN,MAINT WORKER,9.0,MW
1211,Redfern,RES BLDG SUPT,1,1,055,REDFERN,RES BLDG SUPT,5.0,SUPER
1212,Redfern,SECY,1,2,055,REDFERN,SECY,3.0,SEC
1213,Redfern,SUPV HSG CRTKR,1,1,055,REDFERN,SUPV HSG CRTKR,7.0,SOC
1214,Redfern,SUPV HSG GDKPR,1,1,055,REDFERN,SUPV HSG GDKPR,8.0,SOG
1215,Reid Apartments Consolidated,AST HSG MGR,1,1,167,REID APARTMENTS CONSOLIDATED,AST HSG MGR,2.0,APM
1216,Reid Apartments Consolidated,AST RES BLDG SP,2,2,167,REID APARTMENTS CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1217,Reid Apartments Consolidated,CARETAKER HA,13,12,167,REID APARTMENTS CONSOLIDATED,CARETAKER HA,10.0,CTJ
1218,Reid Apartments Consolidated,CARETAKER HA_X,2,4,167,REID APARTMENTS CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1219,Reid Apartments Consolidated,HSG AST,3,3,167,REID APARTMENTS CONSOLIDATED,HSG AST,4.0,HA
1220,Reid Apartments Consolidated,HSG MGR,1,1,167,REID APARTMENTS CONSOLIDATED,HSG MGR,1.0,PM
1221,Reid Apartments Consolidated,MAINT WORKER,4,4,167,REID APARTMENTS CONSOLIDATED,MAINT WORKER,9.0,MW
1222,Reid Apartments Consolidated,RES BLDG SUPT,1,1,167,REID APARTMENTS CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1223,Reid Apartments Consolidated,SECY,2,2,167,REID APARTMENTS CONSOLIDATED,SECY,3.0,SEC
1224,Reid Apartments Consolidated,SUPV HSG CRTKR,0,1,167,REID APARTMENTS CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1225,Reid Apartments Consolidated,SUPV HSG GDKPR,0,1,167,REID APARTMENTS CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1226,Richmond Terrace Consolidated,AST RES BLDG SP,1,1,117,RICHMOND TERRACE CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1227,Richmond Terrace Consolidated,CARETAKER HA,14,12,117,RICHMOND TERRACE CONSOLIDATED,CARETAKER HA,10.0,CTJ
